scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	5.28	24.8	19.52	2	1	1.0	1	1	1.0	-0.0
2	24.96	40.28	15.32	2	1	1.0	1	1	1.0	-0.0
3	41.4	44.6	3.200000000000003	2	1	1.0	1	1	1.0	-0.0
4	44.6	54.68	10.079999999999998	2	1	1.0	1	1	1.0	-0.0
5	56.52	69.58	13.059999999999995	3	3	1.0	1	3	1.0	1.4459104339436073
6	69.58	71.02	1.4399999999999977	1	0	0.0	1	0	0.0	0.0
7	71.02	74.5	3.480000000000004	2	1	1.0	1	1	1.0	-0.0
8	74.5	79.5	5.0	1	0	0.0	1	0	0.0	0.0
9	79.5	81.14	1.6400000000000006	1	0	0.0	1	0	0.0	0.0
10	81.22	83.54	2.3200000000000074	1	0	0.0	1	0	0.0	0.0
11	85.3	86.9	1.6000000000000085	1	0	0.0	1	0	0.0	0.0
12	87.15	94.51	7.359999999999999	2	1	1.0	1	1	1.0	-0.0
13	95.95	101.51	5.560000000000002	1	0	0.0	1	0	0.0	0.0
14	101.51	102.91	1.3999999999999915	1	0	0.0	1	0	0.0	0.0
16	154.79	259.18	104.39000000000001	3	3	1.0	1	3	1.0	1.0663364673785483
17	259.18	390.12	130.94	5	10	1.0	1	9	0.9	2.7321773165875967
18	399.38	503.47	104.09000000000003	3	3	1.0	1	3	1.0	1.2873329528955093
19	508.19	554.54	46.349999999999966	1	0	0.0	1	0	0.0	0.0
21	555.1	594.49	39.389999999999986	1	0	0.0	1	0	0.0	0.0
22	596.33	628.44	32.110000000000014	1	0	0.0	1	0	0.0	0.0
23	630.44	669.81	39.36999999999989	2	1	1.0	1	1	1.0	-0.0
