scene_id	start	end	character	degree	betweenness	eigenvector
1	2.4	48.25	Joey	0.5	0.0	0.7071067811865475
1	2.4	48.25	Rachel	0.5	0.0	0.7071067811865475
4	98.37	154.49	Chandler	0.239002984150221	0.0	0.6010361641803565
4	98.37	154.49	Gunther	0.08944180907069056	0.0	0.24280860768054557
4	98.37	154.49	Joey	0.08944356859322654	0.0	0.16948836899894867
4	98.37	154.49	Phoebe	0.2214077587905746	0.7000000000000001	0.3679342516262903
4	98.37	154.49	Rachel	0.08944356859322654	0.0	0.1606635614883385
4	98.37	154.49	Ross	0.27126031080206076	0.4	0.6244075661359005
5	159.45	179.0	Chandler	0.5	0.0	0.7071067811865475
5	159.45	179.0	Monica	0.5	0.0	0.7071067811865475
6	179.0	184.88	Both	0.0	0.0	0.0
7	185.2	210.22	Chandler	0.2349121209926862	0.0	0.4987635641299432
7	185.2	210.22	Doug	0.3577591111754787	0.6666666666666666	0.6343051643650968
7	185.2	210.22	Dough	0.11422460612204786	0.0	0.2791121834321461
7	185.2	210.22	Kara	0.14655208085489357	0.0	0.3850137965553508
7	185.2	210.22	Monica	0.14655208085489357	0.0	0.3503607156602159
8	210.22	226.7	Chandler	0.4339068965517241	0.0	0.6963469035260079
8	210.22	226.7	Doug	0.0833344827586207	0.0	0.13782829311673384
8	210.22	226.7	Monica	0.4827586206896552	1.0	0.704346755203904
9	227.58	229.5	Doug	0.0	0.0	0.0
11	237.64	358.9	Chandler	0.1519224245557112	0.0	0.2863036156093706
11	237.64	358.9	Monica	0.4076922366863359	0.6666666666666666	0.6797381579791549
11	237.64	358.9	Phoebe	0.030769639053568502	0.0	0.05557467505222366
11	237.64	358.9	Rachel	0.4096156997043844	0.6666666666666666	0.6729767691153589
13	358.9	359.74	Phoebe	0.0	0.0	0.0
14	363.34	409.4	Joey	0.3003354353411132	0.0	0.585641001003023
14	363.34	409.4	Phoebe	0.20469810819299813	0.0	0.400391401036787
14	363.34	409.4	Ross	0.49496645646588866	1.0	0.7047775137729467
15	414.84	415.4	Doug	0.0	0.0	0.0
16	421.72	435.65	Doug	0.0	0.0	0.0
17	437.73	484.27	Chandler	0.44748795897008786	1.0	0.6937494277201409
17	437.73	484.27	Doug	0.11872263713623488	0.0	0.2059765856195369
17	437.73	484.27	Monica	0.4337894038936773	0.0	0.6901343186036285
18	490.73	497.29	Chandler	0.28125	0.0	0.5245245934473061
18	490.73	497.29	Doug	0.28125	0.0	0.5245245934473061
18	490.73	497.29	Monica	0.4375	1.0	0.6706324639755196
19	507.05	507.85	Monica	0.0	0.0	0.0
20	509.69	510.09	Chandler	0.0	0.0	0.0
21	517.599	558.73	Chandler	0.5	0.0	0.7071067811865476
21	517.599	558.73	Monica	0.5	0.0	0.7071067811865476
22	566.25	580.87	Joey	0.4487161735973293	1.0	0.6809292621668592
22	566.25	580.87	Monica	0.21795049306933742	0.0	0.4110993662597243
22	566.25	580.87	Rachel	0.33333333333333337	0.0	0.6060797397915143
23	583.19	624.11	Joey	0.1853276128876822	0.0	0.46871971635015647
23	583.19	624.11	Monica	0.10231705848012825	0.0	0.21688777632360387
23	583.19	624.11	Phoebe	0.15637017337398187	0.0	0.3234112636279172
23	583.19	624.11	Rachel	0.2278000685712168	0.0	0.4945646736267138
23	583.19	624.11	Ross	0.3281850866869909	0.6666666666666666	0.6197357970499422
24	625.85	636.09	Janice	0.0	0.0	0.0
25	640.57	657.77	Janice	0.5	0.0	0.7071067811865475
25	640.57	657.77	Rachel	0.5	0.0	0.7071067811865475
