scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
21	1.44	20.72	19.279999999999998	3	3	1.0	1	3	1.0	1.5842609109494104
22	26.24	59.2	32.96000000000001	2	1	1.0	1	1	1.0	-0.0
23	60.14	126.27	66.13	3	3	1.0	1	3	1.0	1.572726852651149
25	142.12	157.64	15.519999999999982	2	1	1.0	1	1	1.0	-0.0
26	163.4	246.37	82.97	4	6	1.0	1	6	1.0	2.1079231980420428
27	264.189	287.589	23.399999999999977	2	1	1.0	1	1	1.0	-0.0
28	292.14	332.32	40.18000000000001	2	1	1.0	1	1	1.0	-0.0
29	332.32	340.45	8.129999999999995	1	0	0.0	1	0	0.0	0.0
30	340.6	347.16	6.560000000000002	2	1	1.0	1	1	1.0	-0.0
31	359.24	366.12	6.8799999999999955	1	0	0.0	1	0	0.0	0.0
32	369.22	393.57	24.349999999999966	4	6	1.0	1	5	0.8333333333333334	1.8707400404254015
33	404.77	468.32	63.55000000000001	2	1	1.0	1	1	1.0	-0.0
34	482.24	496.97	14.730000000000018	2	1	1.0	1	1	1.0	-0.0
35	498.01	648.88	150.87	3	3	1.0	1	3	1.0	0.680928756620336
36	655.21	662.41	7.199999999999932	1	0	0.0	1	0	0.0	0.0
37	662.41	667.69	5.280000000000086	1	0	0.0	1	0	0.0	0.0
39	671.29	697.55	26.25999999999999	1	0	0.0	1	0	0.0	0.0
