scene_id	start	end	character	degree	betweenness	eigenvector
1	2.64	113.57	Emily	0.08575232558875867	0.0	0.099634720067145
1	2.64	113.57	Minister	0.4445911459817499	0.6666666666666666	0.7041337786379389
1	2.64	113.57	Rachel	0.08575232558875867	0.0	0.09945161144868021
1	2.64	113.57	Ross	0.38390420284073284	0.0	0.6959726440877261
2	119.09	121.17	Mrs. Geller	0.0	0.0	0.0
3	126.93	142.11	Chandler	0.294117231837818	0.6666666666666666	0.5588397465545976
3	126.93	142.11	Emily	0.18823587542705483	0.0	0.4130652966639943
3	126.93	142.11	Joey	0.32941101730807243	0.6666666666666666	0.597563596876312
3	126.93	142.11	Ross	0.18823587542705483	0.0	0.3999911824664689
4	142.35	143.95	Ross	0.0	0.0	0.0
7	194.65	252.29	Emily	0.22564168835884085	0.0	0.5092213167703339
7	194.65	252.29	Joey	0.14871908480563198	0.0	0.34988555871893107
7	194.65	252.29	Mr. Geller	0.1487160079014898	0.0	0.3798036959241495
7	194.65	252.29	Mrs. Waltham	0.08974406311345777	0.0	0.22577089275785914
7	194.65	252.29	Ross	0.38717915582057955	0.8333333333333333	0.6504232490404259
8	252.29	282.47	Mrs. Waltham	0.5	0.0	0.7071067811865475
8	252.29	282.47	Phoebe	0.5	0.0	0.7071067811865475
9	285.72	287.64	Phoebe	0.0	0.0	0.0
10	292.76	349.49	Chandler	0.5	0.0	0.7071067811865476
10	292.76	349.49	Monica	0.5	0.0	0.7071067811865476
11	349.73	386.19	Monica	0.5	0.0	0.7071067811865476
11	349.73	386.19	Rachel	0.5	0.0	0.7071067811865476
12	387.95	409.01	Joey	0.28767044473850756	0.3333333333333333	0.5799765249406607
12	387.95	409.01	Mr. Geller	0.23630072246377407	0.0	0.4539531828948388
12	387.95	409.01	Mr. Waltham	0.18150772189665235	0.0	0.3614863860216288
12	387.95	409.01	Mrs. Geller	0.294521110901066	0.3333333333333333	0.5717353679618066
13	412.13	423.17	Chandler	0.35714285714285715	0.0	0.6302495171243515
13	412.13	423.17	Monica	0.4404785714285714	1.0	0.6783907139080775
13	412.13	423.17	Mr. Waltham	0.20237857142857144	0.0	0.37758652710049195
14	425.73	435.01	Chandler	0.20422701843933272	0.0	0.3854508835026025
14	425.73	435.01	Joey	0.3380262646407626	0.0	0.61611676270705
14	425.73	435.01	Monica	0.4577467169199047	1.0	0.6868971910835332
15	438.06	510.48	Joey	0.1954672006037387	0.0	0.36889578166485726
15	438.06	510.48	Rachel	0.3399429575717195	0.0	0.6216969376489513
15	438.06	510.48	Ross	0.4645898418245418	1.0	0.6909477693630611
16	515.92	525.7	Rachel	0.5	0.0	0.7071067811865475
16	515.92	525.7	Ross	0.5	0.0	0.7071067811865475
17	530.66	533.94	Chandler	0.0	0.0	0.0
18	538.26	570.65	Chandler	0.394286615512264	0.0	0.641751848954824
18	538.26	570.65	Monica	0.35142937469571356	0.0	0.6075643462489845
18	538.26	570.65	Rachel	0.25428400979202237	0.0	0.4679958648643264
19	573.69	603.07	Chandler	0.16666666666666669	0.6666666666666666	0.24034834114364756
19	573.69	603.07	Monica	0.1066671466628267	0.0	0.13244752121094047
19	573.69	603.07	Phoebe	0.3166654666762666	0.0	0.6629478320984169
19	573.69	603.07	Rachel	0.41000071999424004	0.6666666666666666	0.6965561721430538
20	603.79	622.1	Chandler	0.5	0.0	0.7071067811865475
20	603.79	622.1	Monica	0.5	0.0	0.7071067811865475
21	626.58	647.14	Chandler	0.5	0.0	0.7071067811865476
21	626.58	647.14	Joey	0.5	0.0	0.7071067811865476
