scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.48	9.48	7.0	1	0	0.0	1	0	0.0	0.0
2	9.48	11.28	1.799999999999999	1	0	0.0	1	0	0.0	0.0
3	11.28	18.16	6.880000000000001	2	1	1.0	1	1	1.0	-0.0
4	18.16	31.48	13.32	1	0	0.0	1	0	0.0	0.0
5	31.48	32.54	1.0599999999999987	1	0	0.0	1	0	0.0	0.0
6	45.58	85.59	40.010000000000005	3	3	1.0	1	3	1.0	1.520037236372314
7	90.58	122.4	31.820000000000007	2	1	1.0	1	1	1.0	-0.0
8	132.48	134.48	2.0	2	1	1.0	1	1	1.0	-0.0
10	145.84	232.58	86.74000000000001	2	1	1.0	1	1	1.0	-0.0
11	237.57	238.37	0.8000000000000114	1	0	0.0	1	0	0.0	0.0
12	241.41	257.89	16.47999999999999	3	3	1.0	1	2	0.6666666666666666	1.0664984714457466
13	261.94	277.86	15.920000000000016	4	6	1.0	1	5	0.8333333333333334	1.976515646663871
14	281.38	307.0	25.620000000000005	4	6	1.0	1	4	0.6666666666666666	2.0649640929345847
15	317.48	338.2	20.71999999999997	2	1	1.0	1	1	1.0	-0.0
16	346.61	404.46	57.849999999999966	2	1	1.0	1	1	1.0	-0.0
17	422.43	504.94	82.50999999999999	2	1	1.0	1	1	1.0	-0.0
18	522.62	532.6	9.980000000000018	2	1	1.0	1	1	1.0	-0.0
19	532.84	557.56	24.719999999999914	2	1	1.0	1	1	1.0	-0.0
20	559.72	606.85	47.129999999999995	3	3	1.0	1	3	1.0	1.4465538812371923
21	610.45	625.21	14.759999999999991	1	0	0.0	1	0	0.0	0.0
22	625.21	651.7	26.49000000000001	6	15	1.0	1	15	1.0	3.5485292140739064
23	674.76	676.76	2.0	1	0	0.0	1	0	0.0	0.0
24	683.08	690.279	7.198999999999955	1	0	0.0	1	0	0.0	0.0
