scene_id	start	end	character	degree	betweenness	eigenvector
1	4.16	49.17	Joey	0.42727014879783565	1.0	0.6641509621981767
1	4.16	49.17	Monica	0.2636361652921412	0.0	0.49095796918041207
1	4.16	49.17	Ross	0.3090936859100231	0.0	0.5637940864442281
2	49.97	67.02	Phoebe	0.5	0.0	0.7071067811865476
2	49.97	67.02	Ross	0.5	0.0	0.7071067811865476
4	77.1	86.01	Gunther	0.4696954545454546	1.0	0.6945843238984091
4	77.1	86.01	Rachel	0.3522727272727273	0.0	0.6378215198606171
4	77.1	86.01	Ross	0.17803181818181818	0.0	0.332770680495266
5	91.53	117.05	Chandler	0.32926829268292684	0.6666666666666666	0.6353566180436447
5	91.53	117.05	Monica	0.2642243902439025	0.0	0.5790935543794231
5	91.53	117.05	Rachel	0.150409756097561	0.0	0.26620534615984975
5	91.53	117.05	Ross	0.25609756097560976	0.6666666666666666	0.43601300079270894
6	121.53	262.54	Chandler	0.3463492749076062	0.6666666666666666	0.6628537429165949
6	121.53	262.54	Joey	0.14431253743628192	0.0	0.4026729082964236
6	121.53	262.54	Kathy	0.14940590912609966	0.0	0.47455620537414406
6	121.53	262.54	Monica	0.11375230729737548	0.26666666666666666	0.23431840028430173
6	121.53	262.54	Phoebe	0.0916806904167193	0.0	0.20640078261708117
6	121.53	262.54	Rachel	0.05432997714094785	0.0	0.09143104121074919
6	121.53	262.54	Ross	0.10016930367496954	0.0	0.25963401412918596
7	271.02	333.47	Chandler	0.5	0.0	0.7071067811865475
7	271.02	333.47	Kathy	0.5	0.0	0.7071067811865475
8	340.06	347.1	Chandler	0.5	0.0	0.7071067811865475
8	340.06	347.1	Kathy	0.5	0.0	0.7071067811865475
9	350.3	445.66	All	0.16278976744186047	0.14285714285714285	0.39742835978287394
9	350.3	445.66	Chandler	0.19767441860465115	0.3333333333333333	0.511314555976687
9	350.3	445.66	Joey	0.05969023255813954	0.0	0.15825901075608373
9	350.3	445.66	Kathy	0.08759720930232559	0.0	0.23566745117746224
9	350.3	445.66	Monica	0.11705488372093024	0.0	0.3454828213000459
9	350.3	445.66	Phoebe	0.15348837209302327	0.19047619047619047	0.3725868900897454
9	350.3	445.66	Rachel	0.13100744186046512	0.09523809523809523	0.39541401554814104
9	350.3	445.66	Ross	0.09069767441860466	0.0	0.2923892054857519
10	455.5	636.55	Josh	0.14680212023379083	0.0	0.3354217541670717
10	455.5	636.55	Monica	0.2710754482996792	0.5	0.5471974629617399
10	455.5	636.55	Phoebe	0.14898322615303847	0.0	0.3598866465093897
10	455.5	636.55	Rachel	0.21802338257173404	0.16666666666666666	0.45980972398171444
10	455.5	636.55	Ross	0.2151158227417574	0.3333333333333333	0.4971154823135215
11	642.79	701.36	Amanda	0.5	0.0	0.7071067811865476
11	642.79	701.36	Ross	0.5	0.0	0.7071067811865476
