scene_id	start	end	character	degree	betweenness	eigenvector
36	2.64	27.36	Housekeeper	0.5	0.0	0.7071067811865475
36	2.64	27.36	Phoebe	0.5	0.0	0.7071067811865475
37	28.55	91.47	Housekeeper	0.5	0.0	0.7071067811865476
37	28.55	91.47	Phoebe	0.5	0.0	0.7071067811865476
38	92.51	146.81	Emily	0.08690972204339564	0.09523809523809523	0.19879135446589088
38	92.51	146.81	Monica	0.04721064856541019	0.0	0.1014406334604901
38	92.51	146.81	Mr. Geller	0.18133101917421604	0.5714285714285714	0.4072151712434829
38	92.51	146.81	Mr. Waltham	0.21137216931816427	0.47619047619047616	0.5854726370845409
38	92.51	146.81	Mrs. Geller	0.18133101917421604	0.5238095238095237	0.3448268381553005
38	92.51	146.81	Mrs. Waltham	0.15772505111579208	0.0	0.5334793890946047
38	92.51	146.81	Ross	0.04721064856541019	0.0	0.1014406334604901
38	92.51	146.81	Ross and Monica	0.08690972204339564	0.0	0.16671347212917562
40	147.21	191.88	Chandler	0.2392836020468513	0.0	0.5404927903128769
40	147.21	191.88	Joey	0.45714297959148686	1.0	0.6925703638746439
40	147.21	191.88	Monica	0.11428681632338193	0.0	0.24465954399841813
40	147.21	191.88	Waiter	0.1892866020382799	0.0	0.41031151852321934
41	194.36	246.45	Monica	0.08525498523507748	0.0	0.1501592904866624
41	194.36	246.45	Mr. Geller	0.41013858013426674	0.6666666666666666	0.6812695425526696
41	194.36	246.45	Mrs. Geller	0.25115022617428134	0.6666666666666666	0.4663679228803154
41	194.36	246.45	Ross	0.25345620845637434	0.0	0.5438979301108974
42	246.85	314.0	Rachel	0.49544073502646196	1.0	0.7067704575893756
42	246.85	314.0	Ross	0.044073502646197395	0.0	0.06797935817819753
42	246.85	314.0	Ticket Agent	0.4604857623273407	0.0	0.7041692460911546
43	314.24	343.75	Mr. Waltham	0.3679259167015725	0.0	0.6143898989366793
43	314.24	343.75	Mrs. Waltham	0.3018860448529994	0.0	0.5389748324344248
43	314.24	343.75	Ross	0.3301880384454281	0.0	0.5762214696510889
44	349.35	385.55	Phoebe	0.5	0.0	0.7071067811865475
44	349.35	385.55	Rachel	0.5	0.0	0.7071067811865475
45	389.07	523.95	Chandler	0.1390447875901263	0.6666666666666666	0.18148620929857934
45	389.07	523.95	Joey	0.05477521935368612	0.0	0.0391008178380806
45	389.07	523.95	Mrs. Waltham	0.4030899965280938	0.0	0.6948143211962551
45	389.07	523.95	Phoebe	0.4030899965280938	0.0	0.6948143211962551
46	525.63	533.15	Felicity	0.5	0.0	0.7071067811865475
46	525.63	533.15	Joey	0.5	0.0	0.7071067811865475
47	539.63	568.66	Chandler	0.2155182223509574	0.0	0.4165554483454993
47	539.63	568.66	Drunk Man	0.30603515160292555	0.0	0.5841868322344911
47	539.63	568.66	Monica	0.47844662604611715	1.0	0.6965682331957943
48	575.3	592.5	Mr. Geller	0.5	0.0	0.7071067811865476
48	575.3	592.5	Ross	0.5	0.0	0.7071067811865476
49	597.3	624.24	Chandler	0.5	0.0	0.7071067811865475
49	597.3	624.24	Monica	0.5	0.0	0.7071067811865475
50	628.0	665.5	Rachel	0.5	0.0	0.7071067811865475
50	628.0	665.5	Ticket Agent	0.5	0.0	0.7071067811865475
51	674.46	686.3	Chandler	0.46703325685048924	1.0	0.6950831086793765
51	674.46	686.3	Monica	0.1593414563388454	0.0	0.2919484330241312
51	674.46	686.3	Ross	0.3736252868106654	0.0	0.6569821797304463
52	712.84	736.61	Passenger	0.5	0.0	0.7071067811865475
52	712.84	736.61	Rachel	0.5	0.0	0.7071067811865475
