scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	4.8	10.48	5.680000000000001	2	1	1.0	1	1	1.0	-0.0
3	10.48	21.52	11.04	2	1	1.0	1	1	1.0	-0.0
5	26.32	40.84	14.520000000000003	2	1	1.0	1	1	1.0	-0.0
6	47.08	70.13	23.049999999999997	3	3	1.0	1	3	1.0	1.2144059567975187
8	70.21	130.47	60.260000000000005	5	10	1.0	1	8	0.8	2.846113254351765
9	133.27	145.77	12.5	3	3	1.0	1	3	1.0	1.5721115637504883
10	148.65	166.36	17.710000000000008	2	1	1.0	1	1	1.0	-0.0
12	166.44	313.65	147.20999999999998	4	6	1.0	1	6	1.0	2.381482879611994
14	313.65	401.46	87.81	3	3	1.0	1	3	1.0	1.2684052580244425
15	408.25	474.42	66.17000000000002	3	3	1.0	1	3	1.0	0.5020773670592127
16	474.42	505.35	30.930000000000007	4	6	1.0	1	5	0.8333333333333334	1.8857029915907286
17	511.83	518.08	6.250000000000057	1	0	0.0	1	0	0.0	0.0
18	524.96	536.96	12.0	3	3	1.0	1	2	0.6666666666666666	1.2311188572526812
19	546.78	549.98	3.2000000000000455	2	1	1.0	1	1	1.0	-0.0
20	552.62	565.82	13.200000000000045	3	3	1.0	1	3	1.0	1.267986803825791
22	573.81	627.42	53.610000000000014	2	1	1.0	1	1	1.0	-0.0
23	627.42	675.9	48.48000000000002	3	3	1.0	1	3	1.0	1.0397168631201836
24	676.71	742.02	65.30999999999995	2	1	1.0	1	1	1.0	-0.0
