scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
16	1.2	51.19	49.989999999999995	2	1	1.0	1	1	1.0	-0.0
17	61.52	77.36	15.839999999999996	3	3	1.0	1	3	1.0	1.4459104339436073
18	97.5	130.25	32.75	3	3	1.0	1	3	1.0	1.5223242054565045
19	134.01	152.74	18.730000000000018	3	3	1.0	1	3	1.0	1.4907758381643696
20	159.06	245.65	86.59	2	1	1.0	1	1	1.0	-0.0
21	245.65	304.8	59.150000000000006	2	1	1.0	1	1	1.0	-0.0
22	310.64	318.16	7.520000000000039	2	1	1.0	1	1	1.0	-0.0
23	322.96	352.78	29.819999999999993	2	1	1.0	1	1	1.0	-0.0
24	355.31	418.76	63.44999999999999	5	10	1.0	1	10	1.0	3.008154429356623
25	423.8	469.56	45.75999999999999	2	1	1.0	1	1	1.0	-0.0
26	469.72	666.63	196.90999999999997	3	3	1.0	1	2	0.6666666666666666	0.20907353033216364
28	666.63	698.04	31.409999999999968	3	3	1.0	1	3	1.0	1.4823845113005214
29	698.04	708.24	10.200000000000045	2	1	1.0	1	1	1.0	-0.0
30	714.8	722.53	7.730000000000018	2	1	1.0	1	1	1.0	-0.0
31	725.25	729.33	4.080000000000041	2	1	1.0	1	1	1.0	-0.0
