scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
12	2.88	64.7	61.82	4	6	1.0	1	5	0.8333333333333334	1.990758330663239
13	66.46	77.74	11.280000000000001	1	0	0.0	1	0	0.0	0.0
15	77.98	158.48	80.49999999999999	5	10	1.0	1	10	1.0	3.041413946674525
16	168.88	212.01	43.129999999999995	2	1	1.0	1	1	1.0	-0.0
17	212.01	332.61	120.60000000000002	4	6	1.0	1	5	0.8333333333333334	1.5960967124458338
18	334.29	354.05	19.75999999999999	1	0	0.0	1	0	0.0	0.0
19	354.13	410.71	56.579999999999984	4	6	1.0	1	5	0.8333333333333334	1.7033776891395327
20	414.39	426.63	12.240000000000009	2	1	1.0	1	1	1.0	-0.0
21	426.63	462.08	35.44999999999999	4	6	1.0	1	4	0.6666666666666666	1.7622309311189357
22	466.56	471.76	5.199999999999989	1	0	0.0	1	0	0.0	0.0
23	481.28	488.4	7.1200000000000045	3	3	1.0	1	3	1.0	1.3316113358610995
24	492.57	527.809	35.238999999999976	3	3	1.0	1	3	1.0	1.3388704600143546
25	527.809	614.93	87.12099999999998	2	1	1.0	1	1	1.0	-0.0
26	616.05	646.78	30.730000000000018	2	1	1.0	1	1	1.0	-0.0
27	647.66	650.7	3.0400000000000773	2	1	1.0	1	1	1.0	-0.0
28	656.38	659.74	3.3600000000000136	2	1	1.0	1	1	1.0	-0.0
29	667.74	669.34	1.6000000000000227	2	1	1.0	1	1	1.0	-0.0
30	671.74	673.42	1.67999999999995	1	0	0.0	1	0	0.0	0.0
32	683.66	700.44	16.780000000000086	4	6	1.0	1	5	0.8333333333333334	2.2396165608478524
