scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	13.84	38.38	24.540000000000003	2	1	1.0	1	1	1.0	-0.0
2	42.7	77.57	34.86999999999999	4	6	1.0	1	5	0.8333333333333334	2.3305528490914433
4	77.65	200.23	122.57999999999998	7	21	1.0	1	19	0.9047619047619048	4.008869820604555
5	203.19	292.53	89.33999999999997	5	10	1.0	1	10	1.0	3.1310933909567966
6	298.82	395.17	96.35000000000002	5	10	1.0	1	10	1.0	2.6915442579081628
8	403.41	424.91	21.5	4	6	1.0	1	4	0.6666666666666666	1.9311492475574958
9	427.15	466.97	39.82000000000005	1	0	0.0	1	0	0.0	0.0
10	469.21	537.48	68.27000000000004	5	10	1.0	1	8	0.8	2.4346812134770537
11	541.8	600.5	58.700000000000045	5	10	1.0	1	7	0.7	2.7099532751867987
12	601.06	628.4	27.340000000000032	2	1	1.0	1	1	1.0	-0.0
13	631.2	685.67	54.469999999999914	5	10	1.0	1	8	0.8	2.7970839047790137
