scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	4.0	43.51	39.51	2	1	1.0	1	1	1.0	-0.0
2	47.67	51.27	3.6000000000000014	2	1	1.0	1	1	1.0	-0.0
4	62.4	137.65	75.25	3	3	1.0	1	3	1.0	0.8328727105164266
5	142.53	180.36	37.83000000000001	2	1	1.0	1	1	1.0	-0.0
6	183.48	274.04	90.56000000000003	5	10	1.0	1	8	0.8	2.6339112866737833
7	283.56	372.0	88.44	4	6	1.0	1	5	0.8333333333333334	2.0129696937465527
8	384.46	473.04	88.58000000000004	5	10	1.0	1	9	0.9	2.987838945878962
9	478.88	483.92	5.0400000000000205	1	0	0.0	1	0	0.0	0.0
10	486.88	580.3	93.41999999999996	3	3	1.0	1	3	1.0	1.0121899835258357
11	586.46	606.52	20.059999999999945	2	1	1.0	1	1	1.0	-0.0
12	620.04	629.69	9.650000000000091	2	1	1.0	1	1	1.0	-0.0
13	633.29	676.99	43.700000000000045	3	3	1.0	1	2	0.6666666666666666	0.9740305317420586
14	677.23	693.88	16.649999999999977	2	1	1.0	1	1	1.0	-0.0
15	701.0	710.13	9.129999999999995	1	0	0.0	1	0	0.0	0.0
16	710.13	733.93	23.799999999999955	2	1	1.0	1	1	1.0	-0.0
