scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	0.24	1.92	1.68	1	0	0.0	1	0	0.0	0.0
13	2.08	86.79	84.71000000000001	5	10	1.0	1	9	0.9	2.737830114576471
14	91.35	109.31	17.960000000000008	1	0	0.0	1	0	0.0	0.0
16	109.31	176.8	67.49000000000001	5	10	1.0	1	9	0.9	2.371769053407935
17	177.04	194.82	17.78	5	10	1.0	1	6	0.6	2.6228835469334233
18	198.82	225.28	26.460000000000008	4	6	1.0	1	6	1.0	1.945954877833439
19	230.24	250.16	19.919999999999987	3	3	1.0	1	3	1.0	1.3820536298036883
20	251.76	252.72	0.960000000000008	1	0	0.0	1	0	0.0	0.0
21	267.44	274.96	7.519999999999982	2	1	1.0	1	1	1.0	-0.0
22	280.09	383.62	103.53000000000003	5	10	1.0	1	10	1.0	3.215785384040381
23	388.35	425.91	37.56	5	10	1.0	1	7	0.7	2.5964864008356954
24	431.11	484.51	53.39999999999998	2	1	1.0	1	1	1.0	-0.0
25	484.67	486.03	1.3599999999999568	1	0	0.0	1	0	0.0	0.0
26	491.47	505.33	13.859999999999957	1	0	0.0	1	0	0.0	0.0
27	505.41	566.2	60.79000000000002	6	15	1.0	1	11	0.7333333333333333	3.1752514226596684
28	566.44	593.14	26.699999999999932	5	10	1.0	1	8	0.8	2.6036949514433028
29	593.14	605.22	12.080000000000041	2	1	1.0	1	1	1.0	-0.0
30	614.99	616.99	2.0	1	0	0.0	1	0	0.0	0.0
32	629.71	633.39	3.67999999999995	2	1	1.0	1	1	1.0	-0.0
33	639.24	655.76	16.519999999999982	2	1	1.0	1	1	1.0	-0.0
34	655.76	672.01	16.25	2	1	1.0	1	1	1.0	-0.0
