scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
36	2.64	27.36	24.72	2	1	1.0	1	1	1.0	-0.0
37	28.55	91.47	62.92	2	1	1.0	1	1	1.0	-0.0
38	92.51	146.81	54.3	8	28	1.0	1	10	0.35714285714285715	3.5261204933211734
40	147.21	191.88	44.66999999999999	4	6	1.0	1	4	0.6666666666666666	1.907490331205883
41	194.36	246.45	52.089999999999975	4	6	1.0	1	6	1.0	1.9082588297914431
42	246.85	314.0	67.15	3	3	1.0	1	2	0.6666666666666666	0.4725496954831432
43	314.24	343.75	29.50999999999999	3	3	1.0	1	3	1.0	1.565649590453255
44	349.35	385.55	36.19999999999999	2	1	1.0	1	1	1.0	-0.0
45	389.07	523.95	134.88000000000005	4	6	1.0	1	4	0.6666666666666666	1.4258385053426772
46	525.63	533.15	7.519999999999982	2	1	1.0	1	1	1.0	-0.0
47	539.63	568.66	29.029999999999973	3	3	1.0	1	3	1.0	1.1883973516206912
48	575.3	592.5	17.200000000000045	2	1	1.0	1	1	1.0	-0.0
49	597.3	624.24	26.940000000000055	2	1	1.0	1	1	1.0	-0.0
50	628.0	665.5	37.5	2	1	1.0	1	1	1.0	-0.0
51	674.46	686.3	11.839999999999918	3	3	1.0	1	3	1.0	1.1373356734342561
52	712.84	736.61	23.769999999999982	2	1	1.0	1	1	1.0	-0.0
