scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	5.2	13.36	8.16	3	3	1.0	1	2	0.6666666666666666	1.2508526445773165
2	17.28	49.34	32.06	5	10	1.0	1	9	0.9	2.859094850047269
4	60.38	182.12	121.74000000000001	5	10	1.0	1	9	0.9	2.5880531902096706
5	188.68	259.34	70.65999999999997	2	1	1.0	1	1	1.0	-0.0
6	264.54	350.36	85.82	4	6	1.0	1	5	0.8333333333333334	1.791671085648029
7	350.48	417.23	66.75	4	6	1.0	1	5	0.8333333333333334	1.8004914183794751
8	424.03	471.36	47.33000000000004	2	1	1.0	1	1	1.0	-0.0
9	477.84	502.71	24.870000000000005	3	3	1.0	1	3	1.0	1.2285060629575386
10	510.15	575.62	65.47000000000003	2	1	1.0	1	1	1.0	-0.0
11	575.78	650.13	74.35000000000002	3	3	1.0	1	2	0.6666666666666666	0.8349157810497319
