scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
12	1.68	54.75	53.07	2	1	1.0	1	1	1.0	-0.0
13	54.75	56.11	1.3599999999999994	1	0	0.0	1	0	0.0	0.0
14	59.23	153.06	93.83000000000001	3	3	1.0	1	3	1.0	0.4547801471113786
15	153.06	182.79	29.72999999999999	2	1	1.0	1	1	1.0	-0.0
16	183.84	197.52	13.680000000000007	2	1	1.0	1	1	1.0	-0.0
17	201.2	222.22	21.02000000000001	3	3	1.0	1	3	1.0	1.5361680814539527
18	246.54	254.12	7.5800000000000125	2	1	1.0	1	1	1.0	-0.0
19	262.04	343.95	81.90999999999997	4	6	1.0	1	6	1.0	2.0873366450555912
20	347.07	402.72	55.650000000000034	3	3	1.0	1	3	1.0	1.1167247595549639
21	407.44	526.28	118.83999999999997	4	6	1.0	1	6	1.0	2.4463433484327197
22	532.68	603.8	71.12	3	3	1.0	1	3	1.0	0.7670814861328493
23	603.8	627.81	24.00999999999999	2	1	1.0	1	1	1.0	-0.0
26	632.53	634.69	2.160000000000082	2	1	1.0	1	1	1.0	-0.0
28	637.09	648.85	11.759999999999991	3	3	1.0	1	3	1.0	1.561398940450191
