scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	2.48	5.2	So whose idea was it to put everybody in the diner on skates?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther		Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	So who’s idea was it to put everybody in the diner on skates?	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	2	5.52	8.76	Some idiot customer put a suggestion in the suggestion box.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Rachel	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Oh, some idiot customer put a suggestion in the suggestion box.	Monica	Monica	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	3	8.76	9.44	Oh, my God.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Monica	Phoebe	False		Speaker agrees with available community-transcript mapping.	oh my god	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
1	4	9.44	10.44	They took my idea.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Phoebe	Monica	False		Speaker agrees with available community-transcript mapping.	Oh my God, they took my idea!	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
1	5	10.44	11.12	That was you?	Monica	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	That was you?!	Monica	Monica	present	char_tracker_stage05	monica|phoebe	present	0.5		high	
1	6	11.12	11.6	Yeah.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Monica	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yeah	Phoebe	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0		high	
1	7	12.88	13.32	Okay.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yeah! Okay, here you go. (rolls her back to Rachel)	Phoebe	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0		high	
1	8	13.32	13.92	There you go.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Phoebe	Gunther	False		Speaker agrees with available community-transcript mapping.	yeah here you go	Phoebe	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0		high	
1	9	14.96	16.72	Rachel, I made you a cold call.	Gunther	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Phoebe | Gunther	Phoebe	Gunther	False		Speaker agrees with available community-transcript mapping.	(bringing Rachel a mug) Rachel, I made you a cocoa.	Gunther	Gunther	partial	char_tracker_stage05		unobserved			high	
1	10	16.72	17.16	Oh, my.	Gunther	medium	scene_context_inference	0.68	dialogue	True	False	Rachel | Monica | Phoebe | Gunther	Gunther	Gunther	True	scene_end_short_utterance	Filled from previous same-scene context.				absent	char_tracker_stage05		unobserved			medium	
