scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	0.08	0.72	I'm in ring.		low	unresolved	0.0	dialogue	False	False				True	unresolved_no_reliable_inference | missing_speaker	No reliable automatic assignment available.				present	char_tracker_stage05	monica|phoebe	unknown			low	missing_speaker
17	2	2.56	3.56	All right, I gotta go.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler		Phoebe	False		Speaker agrees with available community-transcript mapping.	All right. I gotta go. I have break up with Vince.	Phoebe	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0		high	
17	3	3.56	4.72	I have to break up with Vince.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	i have break up with vince	Phoebe	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0		high	
17	4	5.12	7.08	Oh, so you're going with the teacher, huh?	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Oh, so you’re going with the teacher, huh?	Chandler	Chandler	present	char_tracker_stage05	chandler|monica|phoebe	present	1.0		high	
17	5	7.08	7.56	Yeah.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Phoebe | Chandler	Chandler	Phoebe	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	chandler|monica|phoebe	present			medium	
17	6	7.56	11.2	I like Vince a lot, you know, but Jason is so sensitive, you know?	Phoebe	high	scene_context_bridge	0.88	dialogue	True	False	Phoebe | Chandler	Phoebe	Phoebe	False		Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	phoebe	present			high	
17	7	11.2	13.68	And in the long run, I think sensitive is.	Phoebe	high	scene_context_bridge	0.88	dialogue	True	False	Phoebe | Chandler	Phoebe	Phoebe	False		Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	phoebe	present			high	
17	8	13.68	18.4	It's better than having just like a really, really, really nice body.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yeah, I like Vince a lot, y'know? But, it’s just Jason’s so sensitive, y'know? And in the long run, I think sensitive it’s just better than having just like a really, really, really nice (pause) butt. (Her eyes glaze over thinking about the butt.) (pause) Jason! Definitely Jason! Okay, wish me luck!	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
17	9	22.64	23.2	Jason.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Jason	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
17	10	23.2	24.16	Definitely Jason.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Definitely Jason	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
