scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	9.2	9.76	Come in.	Monica	Come in	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
1	2	10.8	12.56	I've been waiting for you.	Monica	(In a sexy voice) Come in. I've been waiting for you.	Monica	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
1	3	16.56	17.52	I just went.				absent	char_tracker_stage05		unknown			low	missing_speaker
1	4	17.68	18.56	Oh my God.				absent	char_tracker_stage05		unknown			low	missing_speaker
1	5	18.88	19.68	Oh my God.				absent	char_tracker_stage05		unknown			low	missing_speaker
1	6	19.68	20.4	Monica.				absent	char_tracker_stage05		unknown			low	missing_speaker
2	7	20.8	21.76	Oh my God.	Rachel	Hi! I just wanna-(sees Monica)-Ahhh!!! Oh my God! (She runs out in horror.) Oh my God!	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
2	8	21.84	22.4	Oh God.				absent	char_tracker_stage05		unknown			low	missing_speaker
2	9	22.4	23.04	I'm sorry.	Monica	I'm sorry	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
2	10	23.28	25.84	Sorry, I was, I was taking a nap.	Monica	(pulling on a robe) Okay, I'm sorry! I'm sorry! I-I-I was um, I was taking a nap.	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
2	11	26.47	28.39	Since when do you take naps in that position?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
2	12	31.51	32.11	Oh God.	Rachel	oh god	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		low	low_speaker_confidence
2	13	32.11	33.39	Monica, tell me you were waiting for a guy.	Rachel	Oh God Monica, tell me you were waiting for a guy	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
2	14	33.39	34.71	Please tell me you were waiting for a guy.	Rachel	Since when do take naps in that position. Oh God Monica, tell me you were waiting for a guy! Please tell me you were waiting for a guy!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
2	15	34.71	38.71	Yes, yes I was A guy from work.	Monica	Yes. Yes, I was. A guy. From work. (Thinks) I'm seeing a guy from work! Ha!	Monica	present	char_tracker_stage05	monica	present	0.8000		medium	
2	16	40.07	41.47	I'm seeing a guy from work.	Monica	i'm seeing a guy from work ha	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
2	17	41.47	41.83	Ha.	Monica	ha	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
2	18	44.79	46.87	That cute waiter guy from your restaurant?	Rachel	that cute waiter guy from your restaurant	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
2	19	46.87	49.03	The one that looks like a non threatening Ray Liotta?	Rachel	(Gasps) That cute waiter guy from your restaurant, the one that looks like a non-threatening Ray Liotta?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
2	20	49.83	50.51	Uh huh.	Monica	uh huh	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		low	low_speaker_confidence
2	21	50.51	51.11	That one.	Monica	Uh-huh, that one!	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
2	22	51.83	53.31	You know what, just give me a second.	Rachel	y'know what just give me a second and	Rachel	present	char_tracker_stage05	monica|rachel	present	0.6667		low	low_speaker_confidence
2	23	53.31	54.07	I'll be out of your hair.	Rachel	Y'know what, just give me a second and I'll be out of your hair	Rachel	present	char_tracker_stage05	rachel	present	0.5000		medium	
2	24	54.07	55.43	I'm just gonna grab a jacket.	Rachel	I'm just gonna grab a jacket	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
2	25	56.27	59.79	When I get back, I want every little detail.	Rachel	Y'know what, just give me a second and I'll be out of your hair. I'm just gonna grab a jacket. When I get back, I want every little detail. (There's a knock on the door.) Maybe that's him. (Goes to answer the door.)	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
2	26	63.07	64.11	Maybe that's him.	Rachel	Maybe that's him	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
2	27	64.59	65.15	Okay.	Monica	umm okay umm	Monica	present	char_tracker_stage05	monica	present	0.5000		low	low_speaker_confidence
2	28	65.71	66.27	Okay.	Monica	Okay, umm, okay, umm	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
