scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
53	1	0.24	0.56	I bet.	Rachel	I bet 20.	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
53	2	0.56	1.44	20, right?	Ross	You're right! (Gives her the twenty she won.)	Ross	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
54	3	7.6	9.68	New pair of shoes for the Chan Chan Man.	Monica	(shaking the dice) A new pair of shoes for the Chan-Chan man! (Rolls the dice.) Yes!	Monica	present	char_tracker_stage05	chandler	partial	0.3333		medium	partial_visual_presence
54	4	11.68	12.16	Yes.	Monica	Yes	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
54	5	13.28	15.12	I've never seen a role like this in my life.	Chandler	Yes! I've-I've never seen a roll like this in my life!	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
54	6	15.2	16.399	That's right, baby.	Monica	That's right baby! Okay, what do I want now?	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
54	7	16.72	17.92	Okay, what I'm watching now.	Monica	okay what do i want now	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		low	low_speaker_confidence
54	8	18.08	18.64	Okay.	Chandler	Okay, ah umm, ah, a 8. Ah, a 6?	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
54	9	19.84	20.4	An eight.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
54	10	22.0	22.64	A six.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
54	11	22.64	23.4	Pick a number.	Monica	Pick a number	Monica	present	char_tracker_stage05	chandler	absent	0.0000		low	speaker_offscreen
54	12	23.4	24.64	That is your only job.	Monica	Pick a number! That is your only job!	Monica	present	char_tracker_stage05	chandler	absent	0.0000		low	speaker_offscreen
54	13	25.84	26.24	Eight.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
54	14	26.24	26.64	Eight.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
54	15	26.72	27.2	Thank you.	Monica	Thank you!	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
54	16	27.2	33.82	Okay, if you get this one, we buy everybody here a steak din 80.	Chandler	If you get this one, we buy everybody here a steak dinner!	Chandler	present	char_tracker_stage05	chandler	present	0.7143		high	
54	17	36.14	38.22	We're not really gonna buy these people steak dinners, are we?	Monica	(To Chandler) We're not really gonna buy these people steak dinners are we?	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
54	18	38.22	38.5	No.	Chandler	Noo!	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		low	low_speaker_confidence
54	19	38.5	39.18	Okay, good.	Monica	Okay, good	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
