scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	4.32	4.72	Hello?	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Chandler | Monica		Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hello.	Chandler	Chandler	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	2	4.88	5.36	Hey.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Chandler | Monica	Chandler	Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hey.	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	3	9.52	10.08	Whoa.	Monica	medium	scene_context_inference	0.68	dialogue	True	False	Chandler | Monica	Monica		True	scene_end_short_utterance | speaker_offscreen	Filled from previous same-scene context.				present	char_tracker_stage05	chandler|phoebe	absent			low	speaker_offscreen
2	8	22.4	22.84	Nothing.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Chandler | Monica | Phoebe	Chandler	Phoebe	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		absent			medium	speaker_no_face
2	9	22.84	25.0	I can't find anything that I want to eat.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Chandler | Monica | Phoebe	Phoebe	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	I-I can't find anything that I want to eat	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	13	31.26	34.46	No, honey, I'm sorry.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Chandler | Monica | Phoebe	Phoebe	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Aww, honey I’m sorry.	Monica	Monica	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
2	14	34.62	35.26	Come on.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Chandler | Monica | Phoebe	Monica	Phoebe	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		absent			medium	speaker_no_face
2	18	39.54	40.06	Ooh.	Phoebe	high	community_transcript_match	1.0	reaction	False	True	Chandler | Monica | Phoebe	Phoebe	Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Ooh	Phoebe	Phoebe	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
3	20	44.62	45.02	Yeah.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Phoebe		Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Yeah?	Joey	Joey	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
3	21	45.02	45.46	It's me.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Joey | Phoebe	Joey	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	It's me	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
