scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	2.4	2.8	Okay.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Chandler		Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	okay	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	2	2.88	3.72	Pick a card.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Chandler	Joey	Chandler	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Okay, pick a card.	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	3	3.72	4.32	Okay.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Joey | Chandler	Joey	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Okay. (He picks the 9 of Spades)	Chandler	Chandler	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
1	7	9.04	9.6	Okay.	Joey	medium	short_turn_alternation	0.7	dialogue	True	False	Joey | Chandler	Chandler	Joey	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	chandler|joey	present			medium	
2	11	21.04	21.48	Hi.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Carol | Ross | Chandler | Ben | Phoebe | Joey	Carol	Chandler	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hi!	Ross	Ross	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	12	21.48	22.08	Hi there.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Carol | Ross | Chandler | Ben | Phoebe | Joey	Ross	Ben	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Hi there!	Chandler	Chandler	present	char_tracker_stage05	ross	absent	0.0		low	speaker_offscreen
4	33	124.09	124.77	Good luck.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Joey | Chandler | Monica | All | Phoebe | Ross	Rachel	Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Luck!	Joey	Joey	present	char_tracker_stage05	rachel	absent	0.0		low	speaker_offscreen
4	34	125.01	128.45	Hey, Rache, now that you're working Ralph Lauren, can you bring me back some of those polo shirts?	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Joey | Chandler | Monica | All | Phoebe | Ross	Joey	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hey Rach, now that you're working at Ralph Lauren, can you bring me back some of those polo shirts?	Chandler	Chandler	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
4	50	162.73	165.05	Ross, we're having a surprise party for Rachel.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Joey | Chandler | Monica | All | Phoebe | Ross	Monica	Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Ross!! We're having a surprise party for Rachel!!	Joey	Joey	partial	char_tracker_stage05		absent	0.25		medium	speaker_no_face
4	51	165.29	166.81	Okay, done.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Joey | Chandler | Monica | All | Phoebe | Ross	Joey	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	(from the bathroom) Okay!!	Ross	Ross	present	char_tracker_stage05	chandler|joey	absent	0.0		low	speaker_offscreen
5	58	185.94	187.54	All right, I gotta take off.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Chandler | Ross | Monica	Joey	Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	All right, I gotta take off	Ross	Ross	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
5	71	221.03	222.79	Okay, let's go, godfather.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Chandler | Ross | Monica	Ross	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	(Pause) Of course I am! (Joey is relieved) Okay, let's go godfather.	Ross	Ross	present	char_tracker_stage05	chandler|joey	absent	0.0		low	speaker_offscreen
5	72	222.79	223.35	All right.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Chandler | Ross | Monica	Ross	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	All right!	Joey	Joey	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
