scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
24	5	14.4	15.52	Well, I mean, if.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Monica | Chandler | Phoebe	Joey	Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	well i mean if uh	Ross	Ross	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
24	6	15.68	17.12	If Emily gave me a choice.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Monica | Chandler | Phoebe	Ross	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Well, I mean if uh, if Emily gave me a choice…	Ross	Ross	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
24	23	56.14	62.09	Yeah, look, we just think that maybe she's being a little unreasonable.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Monica | Chandler | Phoebe	Monica	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Look, we just think that maybe she's being a little unreasonable.	Chandler	Chandler	present	char_tracker_stage05	joey|monica|phoebe	absent	0.4286		low	speaker_offscreen
24	34	86.24	88.32	It's what grownups do.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Monica | Chandler | Phoebe	Ross	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	It's what grown-ups do	Ross	Ross	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
25	37	106.56	108.56	God, I feel so guilty about Ross.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Phoebe | Joey		Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	God, I feel so guilty about Ross.	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
25	38	108.56	109.52	Yes, I know.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Monica | Phoebe | Joey	Monica	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Oh, I know.	Phoebe	Phoebe	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
27	46	132.73	134.13	I have to walk places.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler | Monica	Phoebe	Chandler	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	I have to walk places	Phoebe	Phoebe	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
27	58	162.96	163.72	He was fine.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe | Chandler | Monica	Phoebe		True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	monica|phoebe	present			medium	
28	61	181.54	181.94	What?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Danny	Danny	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	What	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
28	73	208.67	209.19	Whoa, hey.	Rachel	medium	short_turn_alternation	0.7	dialogue	True	False	Rachel | Danny	Danny	Rachel	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		absent			medium	speaker_no_face
28	74	209.19	209.67	Whoa, whoa.	Rachel	high	scene_context_bridge	0.88	dialogue	True	False	Rachel | Danny	Rachel	Rachel	True	speaker_no_face	Same speaker appears on both sides within the same scene.				absent	char_tracker_stage05		absent			medium	speaker_no_face
28	75	209.67	210.43	No, no, no.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Danny	Rachel	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	No-no-no	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
28	76	210.43	211.31	That is not cool.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Danny	Rachel	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	This not cool	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
28	77	211.63	212.99	You don't even know me.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Danny	Rachel	Danny	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	What? Hey! No-no-no! This not cool! You don't even know me!	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
30	101	282.27	286.13	Uh, Ross, are you still mad at us?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Joey | Chandler | Monica		Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Are you still mad at us?	Phoebe	Phoebe	partial	char_tracker_stage05		absent	0.2		medium	speaker_no_face
30	102	286.13	286.65	Yep.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Joey | Chandler | Monica	Phoebe	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Yep.	Ross	Ross	present	char_tracker_stage05	joey|phoebe	absent	0.0		low	speaker_offscreen
30	113	310.49	312.57	Whatever you decide, whatever you do.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Joey | Chandler | Monica	Joey	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Whatever you decide, whatever you do.	Monica	Monica	present	char_tracker_stage05	chandler|phoebe	absent	0.0		low	speaker_offscreen
30	117	321.17	322.37	Yes, exactly.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Joey | Chandler | Monica	Ross	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Exactly	Phoebe	Phoebe	present	char_tracker_stage05	ross	absent	0.0		low	speaker_offscreen
30	118	322.53	323.57	And that's why.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Joey | Chandler | Monica	Phoebe		True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Yes! Exactly! And that's why…	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
31	119	326.29	329.41	Why don't you come over tonight and I'll make you your favorite dinner.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Ross | Phoebe		Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Why don't you come over tonight? And I'll make you favorite dinner.	Monica	Monica	partial	char_tracker_stage05		absent	0.25		medium	speaker_no_face
31	120	329.81	330.37	Come on.	Ross	medium	short_turn_alternation	0.7	dialogue	True	False	Monica | Ross | Phoebe	Monica	Ross	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	monica|ross	present			medium	
32	125	339.73	351.63	It's not like I'm wearing a Seeing Eye dog co. Hey, you know, Ross, I think I kind of understand why I kind of lost it today.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Rachel | Monica | Chandler		Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hey, y'know Ross, I think I kinda understand why I kinda lost it today.	Joey	Joey	partial	char_tracker_stage05		absent	0.3846		medium	speaker_no_face
32	127	353.39	353.79	Yeah.	Joey	medium	short_turn_alternation	0.7	dialogue	True	False	Joey | Ross | Rachel | Monica | Chandler	Ross	Joey	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	joey|ross	present			medium	
32	141	382.23	384.87	Oh, I went to have pizza with Danny.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Rachel | Monica | Chandler	Monica	Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Oh, I went to have pizza. With Danny.	Rachel	Rachel	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
32	155	410.34	411.14	And you know it.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Rachel | Monica | Chandler	Rachel	Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	come on you guys listen and you know it it's okay i really i don't mind	Rachel	Rachel	present	char_tracker_stage05	ross	absent	0.0		low	speaker_offscreen
32	156	413.06	413.74	It's okay.	Ross	low	scene_context_inference	0.58	dialogue	True	False	Joey | Ross | Rachel | Monica | Chandler	Rachel	Ross	True	two_sided_context_ambiguous | low_speaker_confidence	No direct transcript match; weak local context only.				present	char_tracker_stage05	rachel|ross	present			low	low_speaker_confidence
