scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Rachel is on the phone.	2.24	67.30	2,3,4,5,6,7,10,11,12,13,14
2	a stranger enters with flowers	69.22	99.05	15,16,17,18,19,20,23,25
4	Monica and Rachel's, the whole gang is there.	99.05	139.59	25,26,27,28,29,30,31,32,33,34
5	Everyone gasps	143.03	165.14	35,36,37,38,39,40,41
6	Rachel, Joey, Ross, and Phoebe run over to the window to look.	165.22	181.71	41,42,43,44,45,46,48
7	Everyone comes back from the window and surrounds Chandler with Ross hopping on the couch.	184.27	217.74	50,51,53,54,55,56,57,58,59,60
8	They go over to Chandler.	217.74	222.06	60,61
9	Everyone gasps	225.90	237.80	63,64,65,66
10	They all run over to Joey.	237.80	251.64	66,67,68,69,70,71
11	Central Perk, Chandler, Ross, and Julie are sitting on the couch.	260.15	315.30	71,72,73,74,75,77,78,79,80,81,82
12	Phoebe enters all dressed up	320.98	373.82	85,86,88,89,90,91,93,95,96,97,98,99,101
13	Central Perk, close to closing. Ross and Julie are still there. Rachel is cleaning tables.	382.14	387.66	102,103
14	Rachel is still cleaning, Ross is laying on the couch. Ross kicks Rachel in the butt.	395.90	399.31	103,104
15	Ross kicks her again	399.31	543.64	104,105,106,107,108,109,110,111,112,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
16	Madison Square Garden, Duncan's dressing room.	560.52	624.59	137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,155,156
17	Ross's apartment. Ross and Julie are setting the table.	630.35	632.67	156
18	Chandler, Monica, Joey, and Rachel enter. Ross and Julie don't notice.	640.83	664.46	158,159,160,162,163,164,165
