scene_id	scene_desc	start	end	shot_ids
1	Moondance Diner. Ross, Phoebe, Joey, and Chandler are sitting at the counter, Monica is working. Monica is wearing her costume, including big fake breasts.	7.20	44.93	2,3,4,5,6,7,8,9,10,11,12
2	Joey is staring at Monica's breasts	46.13	67.57	12,13,14,16
4	Central Perk. Chandler, Ross, Joey, Phoebe, and Monica are planning Rachel's birthday party.	67.57	106.67	16,18,19,20,22,25,26,27,29
5	Rachel enters	106.67	171.15	29,30,31,32,33,34,35,36,37,38,39,40,41,44
6	Monica and Rachel's apartment. Chandler, Joey, Monica, and Phoebe are setting up for the party.	178.17	203.60	47,48,49,50,51,52
7	Knock at the door	204.40	244.03	52,54,56,57,58,59,60
8	Knock at the door, Monica answers to see Mrs. Green	247.87	248.99	62
9	Monica slams the door back shut	252.51	379.39	65,66,68,69,70,72,73,75,76,77,78,79,80,83,84,85,86,87,88,89,90,91,92,93,94,96,97,99,100,101
10	Later on in the hallway between the apartments. Chandler is showing people to the parties.	381.39	430.17	102,103,104,106,107,108,109,110,111,112
11	They kiss and Ross backs her into her apartment and turns on the lights	430.17	459.13	112,113,114,115,116,117,118,120,121,122
12	They walk across the hall	459.93	477.77	123,126,129
13	Time lapse. Still at party at Chandler and Joey's. Rachel is talking to Chandler and Ross.	477.77	524.68	129,130,131,132,133,134,135,136
14	Time lapse. Chandler runs out of the bathroom.	524.68	566.50	136,137,138,139,140,141,142,143,144,145
15	Back in Monica's party	566.66	577.37	145,146
16	Back in Chandler and Joey's party	578.81	602.17	147,148,149
17	Back in Monica's party	605.45	651.75	151,152,154,155,156,157,158,159,160
18	Back at Chandler and Joey's party	653.99	667.25	162,163,164,165,166
