scene_id	scene_desc	start	end	shot_ids
2	A guy is sitting at his desk and his boss comes in and drops a huge pile of papers on his desk. The guy looks dejected.	8.40	27.04	7,22
4	Camera pans back from the TV to show the gang watching.	27.20	83.14	22,23,24,25,26,27,28,29,30,31,33
6	Central Perk. Chandler, Monica, Rachel, and Phoebe are at the couch.	92.33	146.16	35,36,37,38,39,40,41,42,43,45,46,48,49,50
7	Ross enters with a suitcase	147.68	168.92	51,52,55,56,57
8	Rob enters	168.92	181.96	57,58,59,60,61,62
9	Everyone laughs	182.04	214.38	62,63,64,65,66,68,69,70,72
10	Chandler and Joey's apartment. Chandler and Joey are standing around in the kitchen.	217.26	220.86	72
11	door buzzer goes off	227.48	243.80	73,74,75,76,78,79
12	They run out and knock on Monica and Rachel's door	247.76	262.72	81,82,83,84
13	Both run back in their apartment. There's a knock at the door.	269.44	287.69	86,87,88,93
15	San Diego Zoo. Ross is at the Monkey cages.	298.33	368.94	94,95,96,97,98,99,100,101,102,104,105,106,107,108,109
17	Phoebe pulls out her guitar	377.98	528.33	110,111,112,113,114,115,117,118,119,120,121,122,123,124,125,126,127,128,130,131,132,133,135,136,138,139,141,148
18	A nice restaurant. Joey and Erica are dining.	530.73	614.06	149,150,151,152,153,154,155,156,157,158,159,160,161,162,166,167,168,169,172,173
19	Some guy at another table starts choking	616.86	626.30	175,176
20	San Diego Zoo. Ross is still at the monkey cages. A janitor is sweeping.	642.79	677.81	179,180,181,186
22	Restaurant. Joey and Erica are still there.	678.21	718.83	186,187,188,189,190,191,192,193,194
