scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Phoebe is recapping last season, and as she talks we see a montage of scenes from Ross and Rachel.	0.40	1.32	1
12	Monica and Rachel's, the next morning.	1.32	41.21	1,4,5,6,7,8,9,10,11,12,13,16,18,19
13	Ross and Julie enter.	41.69	128.73	20,21,24,25,26,27,28,29,30,32,33,34,35,36,38,40,41,42,43,45,46,48,49
14	Monica's bedroom, Phoebe is finishing with her haircut and Monica is wincing.	143.03	212.84	51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
15	Frank's tailor shop, Chandler is getting his pants measured.	221.01	230.29	75,76,77
16	Pause as Frankie resumes his work.	235.17	242.21	78,79,80
18	Monica and Rachel's, Monica is recovering from her haircut, Phoebe is playing her doctor and is coming in from the bedroom.	255.96	290.89	83,84,85,86,87,89,90,92,93,94,95
19	They go into the bedroom leaving Joey and Rachel alone.	298.73	465.83	98,99,100,101,102,103,104,105,106,107,108,109,110,114,115,116,117,118,119,120,121,122,123,124,125,126,127,129,130,134,135,137,138,139
20	Monica and Rachel's, later that day.  Monica is now out and about.	473.27	535.42	140,141,142,143,144,145,147,148,151,152,153,154,155,156,157,160
21	Out on the balcony	540.46	644.96	161,162,163,164,165,166,167,168,169,170,171,175,176,177,178,180,181,182,183,184
22	Cut back inside, Joey is on the phone.	651.28	655.04	187,188
24	Central Perk, Julie is wanting to get her hair cut from Phoebe.	662.76	710.03	190,191,192,193,194,195,196,197,198,199,200
