scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Monica, Chandler, Joey, Ross and Ben are there.  Ben is sitting in his little rocking seat.	0.48	0.88	1
15	They all get off the bus.	0.96	2.68	1
17	The Hospital: Monica and Ross are getting Monica's hand looked at.	2.68	16.72	1,2
18	Outside Central Perk, Phoebe is still singing.	19.36	69.34	3,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21
19	A Street, Chandler and Joey are standing in front of a pay phone.	69.42	94.60	21,22,23,24,25,26,27,29
20	Central Perk, Rachel is introducing Stephanie.	96.92	141.06	31,32,33,35,36,38,39
21	City of New York Department of Health Services, Chandler and Joey run in.	141.06	157.30	39,40,41,42,43,45
22	Cut to a back room, Chandler and Joey run into it and over to two different cribs with two different babies.	168.10	249.00	48,52,53,54,55,56,57,58,60,61,63,64,65,66,67
23	Central Perk, Rachel is standing by the door and looking at Phoebe counting her money as Stephanie is singing.	249.31	249.55	67
24	Rachel goes outside.	253.63	510.41	67,84,85,86,87,88,89,91,92,93,94,95,96,97,98,99,100
25	A kid runs up, who looks like, or will look a lot like Phoebe's brother.	513.53	528.69	102,104,105,106
26	Monica and Rachel's, Monica and Ross are sitting on the couch.	535.41	590.11	107,108,109,110,111,112,113,114,115,116,117,118,119
27	Chandler and Joey enter with what they hope is Ben.	593.47	614.32	122,123,124,125,126,127
28	Ben starts crying	618.48	671.13	129,131,132,133,134,135,136,137,138,139,140,141,142
30	Central Perk, Phoebe is teaching Smelly Cat to Stephanie.	678.01	734.69	142,143,145,146,147,148,149,151,152,153,154,155
31	Stephanie does a little riff on her guitar.	734.77	737.43	155,156
