scene_id	scene_desc	start	end	shot_ids
9	Central Perk. Rachel is talking to a man at the counter. Ross and Phoebe: are sitting at the couches.	0.48	26.08	1,2,3,6
11	Chandler and Joey's apartment. Chandler is there. Joey enters.	26.40	85.13	6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
12	Joey goes to his room and shuts the door	85.13	118.98	22,23,24,25,26,28,30
13	Monica and Rachel's apartment. Mr. and Mrs. Gellerare watching tennis on TV, Monica is sitting at the table	119.30	206.37	31,32,33,34,35,37,38,39,40,41,42,43,44,46,47,48,49,50,51,53
14	Central Perk. Chandler and Phoebe: enter.	208.85	285.33	53,54,56,57,58,60,61,62,63,64,65,66,67,68,69,70
15	Monica and Rachel's apartment. Monica and Ross are standing in the kitchen. Ross is filling out a check	285.33	469.02	70,71,72,73,74,75,76,77,78,79,81,83,84,85,86,87,88,89,90,92,93,95,96,97,98,100,102,106,108,109,110,111
16	Ross is sitting on the stairs with a laptop keyboard playing 'Axel-F'	475.12	649.08	113,114,116,117,119,120,121,122,124,125,126,127,128,129,130,131,132,133,137
17	Rachel, seeing what he did for her, gets up, walks across the room, and kisses Ross	649.24	650.44	137
19	Monica and Rachel's apartment. Monica is watching the rest of the tape	659.48	670.52	140,141,142
20	the tape cuts to Monica's parents under the covers	677.57	680.21	142,143
