scene_id	scene_desc	start	end	shot_ids
1		0.24	47.63	1,2,3,4,5,6,7,8,9,11,12,13,14
2	Somewhere else on the set.	54.99	151.80	17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44
3	cut to Monica and Rachel walking through the set	151.80	226.24	44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62,64,65
4	back to Chandler and Susie	234.80	249.12	68,69,70,71
5	a voice in the background calls for makeup	249.28	281.99	72,73,74,75,77,78,80
6	back to Rachel and Monica	287.99	322.05	82,83,84,85,86,87,88,89,90,92
7	Central Perk. Joey and the girls are sitting at the couches.	329.49	362.75	93,94,95,96,100,101,102,103,104
8	Ross enters	365.39	378.01	106,107,108,109,110
9	Chandler enters	379.85	435.80	111,112,113,114,115,116,119,121,122,123,125,126,127,129
10	Chandler and Joey's apartment. Chandler and Susie are making out on the couch.	435.80	501.06	129,130,131,132,133,134,135,136,137,139,141
11	Ross's apartment. Ross is setting up for his time with Marcel. Joey is there.	501.06	533.92	141,142,143,144,145,146,147,149
12	phone rings	533.92	568.53	149,150,151,152,153,154,155
13	Monica and Rachel's apartment. Monica and Rachel are upset with each other. Phoebe is mediating.	572.53	635.18	156,157,158,159,161,162,164,165,166,167,169,170,171,172,173,174,175,176,177
14	"They keep flicking each other. This turns into slapping each other. This leads to wrestling on the floor. All the while Phoebe is saying ""Happy thoughts"". Eventually Phoebe gets fed up."	637.78	647.62	179,183,184
15	Phoebe grabs each of them by an ear	647.62	683.06	184,186,187,188,189,190,191,192,193,194
16	A fancy restaurant (Marcel's). Joey, Ross, Chandler, Susie, and the Director's Assistant are there.	691.14	721.05	199,200,201,202,204,205,206
