scene_id	scene_desc	start	end	shot_ids
18	Back at Chandler and Joey's party	0.16	9.52	1,2,3,4,5
19	Back at Monica's party	13.76	212.59	7,8,9,10,12,13,14,15,16,17,18,19,22,23,24,25,26,27,28,29,30,32,33,34,37,38,39,40,41
20	Back in Monica's party. Phoebe is talking to a guy and two girls at the party.	212.97	241.21	41,42,43,45,46,47,48
21	Back at Chandler and Joey's party. Everyone is dancing and having fun.	241.61	257.03	49,50,51,52
22	Chandler and Joey stop dancing and laugh at her	257.51	293.49	52,54,55,57,58,59,60
23	Back at Monica's party	293.49	314.33	60,62,63,64
24	Chandler and Joey's party	314.41	328.73	64,66
25	Monica's party	328.89	334.57	67,68
26	Chandler and Joey's party	334.65	379.73	69,70,71,74,75,76,77
27	The hallway after the party. Rachel is sitting there.	379.73	507.96	77,78,79,80,81,83,84,85,86,87,89,91,92,94
28	Monica's party. She is seeing off the last of the guests.	507.96	529.56	94,95,96,97
29	Mr. Green opens the door to Chandler and Joeys apartment. Ross sees him and runs to the door forcing him back in then holds onto the door knob.	529.88	565.62	97,99,100,101,102,103,104,106
30	The guys form a wall between Mrs. Green and Mr. Green and dance across the hall as he walks across	565.62	572.07	106,109
31	In Monica and Rachel's apartment	572.07	629.89	109,110,111,113,114,115,117,118,119,120
33	Monica and Rachel's apartment. Close up of the flan on the table with birthday candles.	636.27	664.28	121
