scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Phoebe is recapping last season, and as she talks we see a montage of scenes from Ross and Rachel.	1.68	46.22	2,3,4,8,9,10,12,13,15,16,17,19,20,21,23
3	Scene, The Airport, continued from last season, Rachel is waiting for Ross to come of the plane, when she sees he's coming off with another woman.	52.46	131.95	26,27,39,40,41,42,43,44,45,46,48,49,51,52,53,54,56,57
4	Monica and Rachel's, the gang is waiting for Rachel to return from the airport with Ross.	138.67	197.00	58,59,60,61,63,65,66,67,68,69,70
5	She hits Chandler.	197.24	300.24	70,71,72,73,75,76,77,80,81,82,83,84,85,86,90,91,92,93,94,95,96,97,99,100,101,102,104,105,106
6	Ross and Julie exit	305.36	305.84	107
7	Central Perk, Ross and Chandler enter.	317.52	322.96	111,112,113
8	He goes to sit down next to Ross.	336.51	423.80	117,118,119,120,121,123,124,125,126,127,128,129,130,131,132,134,135,136,137,138,139
9	Monica and Rachel's, Ross and the gang is watching Sumo wrestling on TV.	430.53	432.49	140,141
10	Cut to Phoebe and Monica in the kitchen.	432.49	481.59	141,142,143,144,145,147,148,149,150,151,152,153,154,155
11	The phone rings.	483.43	653.88	155,156,157,158,160,161,162,164,165,167,168,169,170,171,172,173,174,175,176,178,179,180,181,182,184,185,186,187,188,189,191,192,193
12	Monica and Rachel's, the next morning.	659.80	700.62	195,196,197,199,200,201,202,203,204,205,206,210
