scene_id	scene_desc	start	end	shot_ids
1	Central Perk, the whole gang is there as Joey enters	0.16	8.16	1,2
17	after the wedding, Ross and Rachel are in the lobby	8.32	107.85	2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,28
18	Chandler and Joey's, Phoebe, Chandler, and Joey are there, Joey is on the phone.	107.85	124.57	28,29,31
19	the computer bing, bongs	124.57	131.89	31,32
20	bing, bong	134.79	160.56	33,34,35,36,37,38,39,40
21	She instant messages Chandler.	161.76	190.16	41,42,43,44
22	at Barry and Mindy's reception, Monica and Richard are sitting at a table, and Monica is trying to throw a piece of candy into his mouth.	190.16	467.35	44,47,49,50,51,52,54,55,56,57,58,59,62,63,64,65,66,67,68,69,70,73,74,75,76,77,79,80,81,82,86,89,90,91,92,97,98,99,101,103,104,106,112,113,114,120
23	later, Richard and Monica are dancing	468.31	596.69	120,121,122,123,124,125,126,127,128,129,130,131,132,134,135,136
24	Central Perk, Chandler, Rachel, Ross, Joey, and Phoebe are there waiting for Chandler's cyberchick to arrive	596.77	623.49	136,137,138,139,141,142,143
25	Chandler's date walks in	629.65	651.49	146,149
27	Chandler and Joey's, Joey is reading a script as Ross enters	660.67	686.41	151,152,153,155,156,159
