scene_id	scene_desc	start	end	shot_ids
15	They go out into the hallway.	0.16	14.96	1,2
16	there's a loud bang at the door so Ross opens it back up to find a shoe has been thrown at it	24.08	26.40	4,5
17	Dr. Burke:'s office. Monica is there for her eye appointment.	32.94	105.40	6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22
19	Chandler and Joey's apartment. They're still watching TV. Phoebe stands in front of the TV.	120.05	147.22	23,24,25,26,27,28
20	Rachel and Ross enter	149.54	170.21	29,30,31,32,34
21	Monica enters carrying food that's been delivered	172.69	276.94	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
22	Museum of Natural History. Ross is fixing a display, Rachel is waiting patiently.	277.63	321.22	56,57,59,60,61,62,64
24	Monica and Rachel's apartment. Monica and Dr. Burke: are sitting on the couch. He's showing her the pictures in his wallet.	321.46	438.15	64,65,66,67,68,69,71,72
25	knock at the door	439.91	442.31	72,73
26	Museum of Natural History. Ross enters the display where Rachel is waiting.	446.69	467.73	73,74,75,76,77,78
27	The museum planetarium. Ross and Rachel enter on stage.	470.53	490.84	78,79
28	The stereo system booms out 'Billions of years ago. . .'. Ross gets up and changes it to music.	494.76	561.12	80,81,82,83,84,85,86,87,88,89
30	Then they roll across the fur rug.	574.32	626.73	90,91,92,93
31	Museum of Natural History. The next morning Rachel and Ross are sleeping in the display under a fur.	626.73	645.65	93,94,96,97
34	they're laughing along with the show when an alarm goes off	671.89	684.20	103,104,105,106,107,108
