scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Carol and Susan are showing off Ben to the gang.	7.20	78.04	3,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,23
2	They go back into the living room	78.20	112.17	23,25,26,27,28,29,30,31
4	Central Perk, the gang is all there.	123.30	208.25	31,32,34,35,36,38,39,40,41,43,44,45,46,47,49,51,52,53,54
5	A Department Store, Joey is selling men's cologne.	223.77	240.14	58,59,61,62
6	The Hombre man enters.	249.66	304.60	65,66,68,69,70,71,73,74,75,76,78,80
7	Central Perk, Phoebe is there as Monica enters.	304.92	376.20	80,81,82,83,84,85,86,88,91,92,93,95,96,97,99,100,101
8	The Department Store, Joey is trying to sell some cologne.	377.24	414.39	101,102,103,105,106,109,110
9	Monica and Rachel's, Carol is dropping Ben off for Ross to watch.	416.91	490.12	111,112,113,114,115,117,118,119,120,121,124,125,126,127,128,129,130,131,132,133,134,136
10	Monica and Rachel's, Chandler, Rachel, and Joey are eating, and Phoebe is preparing Ben's milk.	496.04	554.64	138,139,140,141,142,143,144,145,146,148,149,150,151,152,153,154,155,156,158,159
11	Monica and Rachel's, time lapse.  Rachel is entering the living room from her bedroom as Monica enters.	554.64	664.76	159,160,161,162,163,164,166,168,170,171,172,173,174,175,176,177,178,179,182,183,184,185,186,187,188,189,190,191,192
