scene_id	scene_desc	start	end	shot_ids
1	Joey's new apartment. Everyone but Chandler is there. Joey has decorated the place with tons of tacky stuff.	5.36	116.26	2,3,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,23
4	Someone bumps into Rachel and she drops the pie in a guy's hood that's seated at the table. She improvises by using the plate as a saucer for the coffee.	116.26	121.14	23,24
5	Phoebe enters	121.14	169.43	24,25,26,29,30,32,33,34,35,36,37
6	Everyone is quiet, unsure if she's done or not	172.95	176.07	40,42
7	the guy with the pie in his hood get up to leave	177.75	183.43	43
8	Ross goes over behind the guy and grabs the pie out of his hood as he leaves	191.43	210.19	45,46,48,52
9	Monica and Rachel's apartment. Monica is outside the bathroom yelling at Ross who's in the bathroom.	210.19	217.71	52,53,54
10	Rachel enters with laundry and starts folding	217.71	259.77	54,55,56,57,58,59,60,61,62,63,64,65,66
11	Monica goes in the bathroom	265.21	266.89	68
13	He walks over to the white dog and tries to see what the dog is looking up at, but doesn’t see anything. He walks over to the intercom and presses the Call button.	299.61	326.80	72,73
14	Chandler's apartment. Chandler is sitting on the bar wearing huge dog-slippers	326.80	341.36	73
15	Back to Joey’s apartment. Joey is trying to rearrange two of his art sculptures.  As the phone rings, Joey runs over to get it but runs into one of the sculptures.	352.49	434.85	75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,103,105
16	Central Perk. Joey is sitting between Monica and Phoebe.	437.81	463.75	105,106,107,108
17	Chandler's apartment. Chandler is sitting between Rachel and Ross.	463.75	501.79	108,109,110,111,112,113,114,115,116
18	Recording studio. Phoebe is getting ready to record Smelly Cat.	502.19	584.51	116,117,118,119,120,121,122,123,124,125,126,127,128,130,131,132,133,134,135,136,137,138,139,140
19	Monica and Rachel's apartment. Ross is on the phone.	584.51	651.64	140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
20	Chandler's apartment. Chandler is sitting on the bar, bouncing a ball against the door. Joey walks in right as he throws the ball and catches it.	669.40	721.75	161,163,164,165,166,167,168,169,170,171,172,173,174,175,176
