scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's apartment. Everyone is sitting at the couches, Chandler enters.	0.16	3.84	2,3
15	Chandler and Joey's apartment. Chandler is answering the door in his robe.	9.92	10.40	4
16	Rachel and Monica's apartment. Rachel is taking asprin. Ross enters.	15.20	28.08	6,7,8,9,10
17	Rachel looks at Ross as though she remembers something, but can't place what it is.	28.24	80.72	10,11,12,13,14,15,16,17,18,19,21,22
18	Rachel comes out of her room, suddenly she remembers leaving the message.	80.72	198.03	22,23,24,25,27,28,29,30,31,32,33,34,35,36,38,40,41,42,43,44,45,46,47,48,49,50,52
19	A moment of silence.	198.67	225.66	52,53,54,55,56
20	Chandler and Joey's apartment. Joey is watching a rabbi play an electric guitar on TV. Phoebe enters.	243.34	339.35	60,62,64,65,66,67,68,69,70,71,72,73,75,76,78,79,80,82,84,85,86
21	Ross and Julie are at the pound looking for a cat.	347.83	382.16	88,90,91,92,93,95
22	The worker gives him a strange look.	382.16	439.92	95,96,97,98,99,100,102,103,104,106,107
23	Central Perk. Rachel is closing up and Ross comes in. Get your Kleenex.	448.90	532.02	108,109,110,111,112,114,115,116,117,118,119,120,121,122,123,124,126,127,128,129,130
24	Rachel gets up and opens the door, yelling after him.	532.29	585.45	130,132,139
25	Rachel slams the door and locks it. She sits down, visibly upset. She puts her head in her hands and begins to cry. Ross comes back and is standing outside the window. When Rachel regroups and gets back up to finish closing, she sees him. She smiles. She goes to open the door and can't get the lock undone.	586.88	587.68	139
28	CLOSING CREDITS	615.88	709.40	143,144,145,147,148,149,150,152,154,155,156,157,159,160,161,162,163,164
