scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's apartment. Everyone except Ross is there watching Days of Our Lives.	0.24	0.96	1
16	Chandler and Eddie's apartment.	2.24	15.76	1,3,5
17	Monica and Rachel's apartment. Monica and Richard are in Monica's bedroom.	25.44	100.54	7,8,9,10,11,12,13,14,15,16,17,18,19,20,22
18	Ross and Rachel are in Rachel's bedroom	101.10	174.31	23,24,25,26,27,28,29,30,31,32,33,34,35
19	later in the bathroom Monica is looking in the drawer, Rachel runs up	180.23	194.77	38
20	they pull out the box of condoms but there's only one left	202.13	262.39	39,40,41,42,45,46,47,48,49
21	cut to bathroom	264.63	297.65	49,50,51,54,56
22	cut to bathroom	297.65	350.19	56,57,59,60,61,62,63,64,65
23	Monica and Rachel's apartment. All but Joey are present.	354.67	452.74	65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,87,88,89,91,93
24	Joey's apartment. Everyone is outside knocking.	455.06	465.46	94,95
25	Joey opens the door	470.50	571.56	96,97,98,100,101,102,104,106,107,108,110,111,112,113,114,116,117,118,119
26	Chandler and Eddie's apartment. Chandler walks in to see Eddie holding a tray of cookies.	578.68	639.75	121,122,123,124,125,126,127,128,129,132,133
29	Ross comes out of Rachel's bedroom in her bathrobe and heads for the bathroom. On his way back, Richard comes out of Monica's bedroom in her bathrobe.	664.46	672.38	138,139,140,141
