scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	1.76	2.4	Oh, good.				present	char_tracker_stage05	monica|rachel	unknown			low	missing_speaker
5	2	2.88	3.52	Thank you.	Rachel	You.	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
5	3	4.08	4.72	Insurance.				present	char_tracker_stage05	monica|rachel	unknown			low	missing_speaker
5	4	5.68	6.92	Oh, yeah, check it.	Rachel	Yeah.	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
5	5	6.92	8.4	Definitely gonna want some of that.	Rachel	Oh, yeah, check it. Definitely, I want some of that.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
5	6	9.92	11.12	You don't have insurance?	Monica	(No longer touched) you don't have insurance?	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
5	7	11.44	11.8	Why?	Rachel	why	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		low	low_speaker_confidence
5	8	11.8	13.04	How much is this gonna cost?	Rachel	Why, how much is this gonna cost?	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
5	9	13.2	14.16	I have no idea.	Monica	i have no idea	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		low	low_speaker_confidence
5	10	14.16	16.08	But X rays alone could be a couple hundred dollars.	Monica	I have no idea, but X-rays alone could be a couple hundred dollars.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
5	11	16.16	17.36	Well, what are we gonna do?	Rachel	Wel-wel-well what are we gonna do?	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
5	12	17.36	18.8	Ooh, there's not much we can do.	Monica	Well there's not much we can do.	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
5	13	19.76	21.72	Um, unless.	Rachel	Um	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
5	14	21.72	22.96	Unless I use yours.	Rachel	(Like a big baby) Um... unless, unless I use yours.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
5	15	24.24	26.16	No, no, no, no, no, no, no, no, no.	Monica	Hah, no no no no no no no no no no.	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
5	16	26.56	27.96	Well, now, wait a second.	Rachel	"(Tapping the clipboard) well, now, wait a second, who did I just put as my ""In case of emergency"" person?"	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
5	17	27.96	28.78	Who did I just pull?				present	char_tracker_stage05	monica|rachel	unknown			low	missing_speaker
5	18	28.85	30.29	What is my case of emergency person?				present	char_tracker_stage05	monica|rachel	unknown			low	missing_speaker
5	19	31.49	33.01	It's insurance fraud.	Monica	(Looking around to check that no-one's listening, then lowering her voice anyway) That's insurance fraud.	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
5	20	35.01	36.85	Well, all right then forget it.	Rachel	Well, alright, then, forget it	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
5	21	36.93	38.05	Might as well just go home.	Rachel	Well, alright, then, forget it. (Getting up to go) Might as well just go home. Ow ow ow ow!	Rachel	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
5	22	38.37	38.77	Ow.	Rachel	Ow ow ow ow	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
5	23	38.77	39.17	Ow.	Rachel	ow ow ow	Rachel	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
5	24	39.97	42.13	Ok, come here.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
5	25	42.45	43.25	I hate this.	Monica	(Jumping up to make Rachel sit down) Okay, okay. I hate this.	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
5	26	43.25	43.89	Thank you.	Rachel	Thank you	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
5	27	43.97	44.41	Thank you.	Rachel	Thank you	Rachel	present	char_tracker_stage05	monica	absent	0.0000		low	speaker_offscreen
5	28	44.41	45.009	I love you.	Rachel	Thank you. Thank you. I love you.	Rachel	present	char_tracker_stage05	monica	absent	0.0000		low	speaker_offscreen
5	29	45.65	46.13	Hi.	Monica	hi um	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
5	30	48.05	50.29	I'm gonna need a new set of these forms.	Monica	(to the nurse) Hi, (tiny laugh) um, I'm gonna need a new set of (tiny laugh) these forms (tiny laugh).	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
5	31	51.01	51.41	Why?	Nurse	Why?	Nurse	present	char_tracker_stage05	monica	unobserved			high	
5	32	53.09	54.61	I'm really an idiot.	Monica	I am really an idiot	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
