scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	16.4	16.88	I'm sorry.				absent	char_tracker_stage05		unknown			low	missing_speaker
1	2	16.96	17.68	I'm sorry.	Chandler	I'm sorry!	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
1	3	17.76	18.8	That is it?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
1	4	18.96	20.32	You just barge in here.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
1	5	20.32	21.08	You don't knock?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
1	6	21.08	23.0	You have no respect for anybody's privacy.	Rachel	You have no respect for anybody's privacy!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
1	7	23.0	23.72	Wait, wait, wait.	Chandler	Rachel, wait, wait.	Chandler	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
1	8	23.72	24.4	No, you wait.	Rachel	No, you wait	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
1	9	24.4	25.2	This is ridiculous.	Rachel	No, you wait! This is ridiculous!	Rachel	present	char_tracker_stage05	chandler|rachel	present	1.0000		high	
1	10	25.44	26.48	Just say one thing.	Chandler	Can I just say one thing?	Chandler	present	char_tracker_stage05	chandler|rachel	present	1.0000		high	
1	11	26.64	27.04	What?	Rachel	What? What?!	Rachel	present	char_tracker_stage05	chandler|rachel	present	1.0000		medium	
1	12	27.2	27.6	What?	Rachel	what	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
1	13	28.11	33.15	That's a relatively open weave and I can still see your nippular area.	Chandler	That's a relatively open weave and I can still see your... nipular areas.	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
4	14	46.11	51.15	Honey, honey, tell them the story about your patient who thinks things are like other things, you know?	Phoebe	Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower.	Phoebe	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
4	15	52.11	54.91	So like, when the phone rings and she takes a shower.	Phoebe	oh y'know like the phone rings and she takes a shower	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		low	low_speaker_confidence
4	16	57.07	58.11	That's pretty much it.	Roger	That's pretty much it.	Roger	present	char_tracker_stage05	monica|phoebe	unobserved			high	
4	17	59.85	60.33	Oops.	Phoebe	Oops!	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		high	
4	18	60.41	62.49	But you tell it really well, sweetie.	Roger	But you tell it really well, sweetie.	Roger	present	char_tracker_stage05	monica|phoebe	unobserved			high	
4	19	62.97	63.45	Thanks.	Phoebe	Thanks	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		medium	
4	20	64.17	66.81	Okay, now go away so we can talk about you.	Phoebe	Thanks. Okay, now go away so we can talk about you.	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		high	
4	21	68.25	68.69	Okay.	Roger	Okay	Roger	present	char_tracker_stage05	monica|phoebe	unobserved			medium	
4	22	68.69	69.37	I'll miss you.	Roger	Okay. I'll miss you.	Roger	present	char_tracker_stage05	monica|phoebe	unobserved			high	
4	23	69.37	69.77	Aw.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
4	24	71.93	72.89	Isn't he great?	Phoebe	Isn't he great?	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
