scene_id	scene_desc	start	end	shot_ids
11	Time lapse, Ross is still doing Chandler's game. Tag is heading for the balcony.	2.32	3.60	2
13	Cut to the balcony, Tag is looking down while Rachel enters.	9.84	174.04	5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39
14	Ross' apartment, Monica and Phoebe sitting on the floor next to Clunkers basket.	176.42	188.50	40,41,42,43
15	They both get up and head for the door. Clunkers whines a little	192.10	217.13	43,44,45,46,47,48,49,50,51
16	Monica, Chandler, and Phoebe's. Ross lays a lot off small papers, shaped like the U.S. states onto the floor making a map with the states. Phoebe enters	223.61	232.28	53,55,56
17	Phoebe waves Monica in. Monica sneaks in with the bag with Clunkers in it and heads for Phoebe's room.	236.84	263.41	58,59,60,61,62,63,64,65,66
18	We can hear the dog whining at a high pitch.	266.69	387.72	68,70,71,72,73,74,75,76,77,79,80,81,82,83,84,85,86,87,89,90,91,92,93
19	Ross' Apartment. Chandler is looking for Klunkers.	389.80	404.83	93,95,96
20	Time lapse, Ross still laying a lot out the states.	407.87	417.53	96,98
21	Joey stands up again. Rachel enters the door	417.53	444.16	98,99,100,101,102,103
22	Rachel walks past Joey towards the couch	444.16	489.49	103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
23	The dog barks, runs out of Phoebe's room and jumps onto the couch	491.17	502.15	119,120,121
24	The door opens and Chandler comes in. Rachel covers the door with a blanket	506.95	584.05	125,126,127,128,129,130,132,133,134,135,136,137,138,139,141
25	Time lapse, after dinner. Ross stands up from his self-made map.	589.89	608.73	142,143,144,145,146
26	Ross whines and starts working again. The door opens and Tag enters.	613.05	631.29	148,149,150,151,152,153
27	Rachel and Tag go into the hall.	638.42	715.99	154,155,156,157,158,159,160,161,163,166
29	Monica, Chandler, and Phoebe's, later that night, there is someone knocking on the door and Chandler stumbles out into the living room, turns on the light, looks through the peephole, and opens the door.	720.23	739.54	168,169,170,172,173,175,176
