scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Monica and Phoebe are on the couch as Joey enters.	2.72	13.36	2,4,5
13	Monica and Chandler's, Joey is telling Monica what the casting director was trying to get too.	16.24	28.08	6,7,8
14	Joey and Rachel's, Phoebe is entering and Rachel is still planning.	28.40	93.02	8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24
15	Ross's apartment, there is a knock on the door and Ross opens it to Cassie.	102.54	134.85	28,29,30,31,32,33,34,35,36
16	She sets down her bag and we travel back to slow motion world. She once again whips her hair around in slow motion with the love doctor Barry White singing in the background. And I’d also like to take this opportunity to mention that she can also be seen in Starship Troopers and that she was born in Downers Grove, Illinois which just happens to be a few miles from where I live. Anyway Cousin Ross is now staring.	156.93	171.39	42,43,44,45
17	Ross's apartment, Cassie is eating dinner and Ross is pacing behind her because of what she’s eating.	180.67	249.36	48,49,50,51,52,53,54,56,57,58,59,60,61,63,65
18	Phoebe's apartment, it’s Monica’s bridal shower and Phoebe is passing out some finger food.	249.36	253.66	65,66
19	The other woman declines.	253.66	272.42	66,67,68
20	A woman approaches.	274.34	319.48	69,70,71,72,73,74,76,77,78,80,81,84
21	Joey and Rachel's, Joey is standing at the counter as Monica enters carrying a tray.	319.64	375.11	84,85,86,87,88,89,90,91,92,93,94,96,97,100
22	He goes into his room to try them on and closes the door.	375.99	396.68	100,101,102,103,104,105,106,107
24	Ross's apartment, Cassie and Ross are watching a movie and Cassie is pouring Ross some more wine as Ross has his hands full with the glass and holding the bowl of popcorn in his lap.	407.16	454.66	109,110,112,113,114,115,116,117,118
25	They exchange looks, smile, and shrug their shoulders before Ross suddenly lunges forward in an attempt to kiss her, but she expertly backs away.	465.06	511.16	120,121,123,125
26	outside Phoebe's apartment, Monica is knocking on the door.	514.84	574.47	126,127,128,129,131,132,133,134,135,136,137,138
27	Suddenly, everyone stands up and comes out of hiding. All of them are glaring at Monica.	581.59	582.15	141
28	The casting director’s office, Joey is there to show off to the director, so to speak.	589.49	646.28	143,144,145,146,147,148,149,152
30	Phoebe's apartment, Phoebe is getting out linens for Cassie who is in the bathroom.	653.16	685.62	153,156,157,158,159
