scene_id	scene_desc	start	end	shot_ids
1	Central Park, Ross is teaching Ben how to ride a bike. Chandler, Monica, and Phoebe are they also.	5.20	78.52	2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22
3	Monica, Chandler, and Phoebe's, Monica is cooking, Joey is eating, and Chandler is entering from the bedroom.	123.12	224.52	50,51,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,72,73,74,75,76
4	Rachel’s Office, she’s at her desk while the mailman delivers her mail and calls Tag in.	224.84	279.82	76,77,78,79,80,83,86,87,88,89,90,91,92,95,96,97,98
5	The Hallway, Monica and Chandler are returning.	285.34	305.08	98,99,100,103,104
6	She storms into his apartment to find him with a towel around his shoulders, a bowl on his head, and Phoebe with scissors in her hand.	308.68	328.17	106,108,109,110
7	Ross enters.	329.93	352.36	111,112,113,115,116,117,118,119
8	He goes out into the hall and re-enters with a bike exactly like the one Phoebe described earlier.	357.08	407.09	120,121,122,123,125,126,127,128,129,130,131,132,133
9	Monica, Chandler, and Phoebe's, the middle of the night, there is someone knocking on the door and Monica and Chandler get up to answer it.	412.29	431.78	133,134,135,136,137
10	Monica opens the door.	431.86	490.15	137,138,139,140,142,143,144,145,146,147,148,150,151,152,154
11	Rachel’s Office, she’s slinking out to where Tag works and checks to make sure no one is coming.	502.63	554.97	156,157,158,159,160,161,162,163,164,165,166
12	Central Perk, Joey, Monica, Ross, and Chandler are watching Phoebe polish the daisies on her bike outside.	564.90	597.39	168,169,170,171,172,173,174,175,176
13	Cut to outside, they’re going to talk to Phoebe about walking the bike.	599.47	634.98	177,178,179,180,181,182,185
14	Monica, Chandler, and Phoebe's, Monica is making candy while Chandler and Rachel are taste testing and Joey is on the couch doodling.	642.22	664.70	186,187,188,189,190,191,192,193
