scene_id	scene_desc	start	end	shot_ids
1	Joey and Rachel's, Joey is knocking on Rachel’s door, whose door frame is decorated with balloons. The rest of the gang is there as well. Rachel opens the door and the gang blow on noisemakers.	4.96	6.16	2
2	Rachel glares at them and goes back into her room, closing her door.	12.64	44.62	5,6,7,8,9,12,13,14,15
3	There is no response from Rachel as Joey blows his party noise maker.	45.66	47.10	16
4	She opens the door.	50.46	66.71	18,19,20,21
5	Flashback to Joey’s thirtieth birthday party. It is being held in Monica and Chandler’s apartment.	67.19	73.19	22,23
6	Cut back to Rachel’s party, everyone is now eating breakfast, except Rachel.	82.54	104.38	24,25,26,27,28,29,30
7	Flashback to Chandler’s thirtieth birthday party. It is also being held in Monica and his apartment. He is about to blow out the candles on his birthday cake.	105.77	113.05	31,32,33
9	Joey and Rachel's, breakfast is finished but Rachel’s still down.	155.35	185.82	61,63,64,65,66,67
10	Flashback to: The Street in front of Central Perk, Ross and Joey are holding a yellow tape across the road and everyone is cheering Phoebe as she bounces around the corner on a hippity-hop.	185.90	187.50	67,68
11	She crosses the line and they all cheer again.	194.20	223.74	69,70,71,73,74
12	Joey and Rachel's, continued from earlier.	224.14	247.98	74,76,77,78,79,80,81
13	Flashback to: A street, Ross is sitting in his newly purchased MGB..	249.03	292.69	81,82,83,84,86,87,88,89,90
14	He starts the car and surprisingly it fires right up and comes to a nice idle. He is parallel parked on a street with the car in front of him only inches ahead of his bumper, likewise with the car behind him. He’s completely boxed in and can’t move more than two inches. He tries to get out several times by bumping the bumpers of both cars to no avail.	317.55	321.71	95,96
15	Joey and Rachel's, Phoebe is pouring Rachel some coffee.	325.31	367.48	97,98,99,100,101,102,103,104,105,106,107
16	Flashback to Monica and Chandler’s apartment. Chandler has a bunch of people over in formal wear to give Monica a surprise birthday party. Joey is coming out of the bathroom and removing his tie.	367.48	386.32	107,110,111,112
17	Joey walks away and Mr. and Mrs. Geller walk up. Mr. Geller is wearing this ancient velvet tuxedo.	390.48	418.89	114,115,116,117,118,119,120
18	We hear some fumbling at the door, then silence.	425.02	427.74	123
19	He goes out into the hall and finds a very drunk Monica lying up against Joey and Rachel’s door.	430.54	510.07	124,125,126,127,128,129,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
20	Chandler opens the door and Monica sneaks up on it. They go inside.	517.91	531.27	147,150,151
23	Ross’s birthday, Joey is now trying to get his car out while Ross is directing him.	533.90	540.22	151,152,153,154
24	A beautiful woman approaches.	541.66	563.53	155,156,157,159,160,161
26	Phoebe’s birthday, she’s taking the hippity-hop to Ursula’s apartment as a gift. She knocks on the door and Ursula answers it.	583.62	661.98	165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,186,187,188,189,190,191,192
28	They continue their trek.	661.98	664.22	192,193
29	Phoebe approaches as they almost get to their room.	664.54	686.86	193,194,195,196,197,199,200
