scene_id	scene_desc	start	end	shot_ids
1	Monica, Chandler, and Phoebe's, everyone is there having breakfast and Rachel and Chandler are at the table talking.	4.16	10.56	1,3
2	Joey enters carrying a loaf of bread	14.32	96.00	4,5,6,7,8,9,11,12,14,15,16,17,18,20,22,23,24,25,26,27,28,29,30,31,32
4	A Classroom, Ross is giving a lecture.	136.78	202.59	61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,77
5	Monica, Chandler, and Phoebe's, Rachel and Monica are pretty much telling Chandler what the wedding plans are.	207.47	371.36	78,80,81,83,84,85,86,87,89,90,91,92,94,96,98,99,100,101,102,103,104,105,107,108,109,110
6	Cut to Joey and Rachel’s, Joey enters and heads for his bedroom. He pushes open the door to find the duck.	371.68	392.56	110
7	Ross’s apartment, Phoebe has moved in and has a massage client on her table she’s set up in the living room. Ross enters and is shocked to see a naked man lying on the table.	407.18	436.58	110,111,112,113,114,115,116
8	They go into the hall.	440.02	470.71	117,118,119,120,121,122,123,124
9	Joey and Rachel's, Joey is sweeping up as Rachel enters.	474.31	493.68	124,125,126,127
10	She walks into her bedroom.	496.88	499.44	129,130
11	She comes back out.	505.89	570.66	133,134,135,136,137,138,139,140,141,142,143,144
12	Ross's apartment, Ross is coming out of the living room carrying his salad and a puzzle—beer! Cold beer. And he decides to fold up Phoebe’s massage table, but being Ross has trouble with it as there is a knock on the door. He sets the table back up and opens the door to reveal a beautiful woman.	592.83	620.58	148,149,150,151,152,153,154,155,158
14	The man begins to unbutton his shirt	632.50	633.70	159
15	A Restaurant, Monica and Chandler are having dinner with her parents.	639.22	726.93	159,160,161,162,163,164,166,168,169,170,171,172,175,176,177,178,180,181,182,183,185,186,187,188,189
