scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Rachel, Phoebe, Joey, Ross, and Monica are all there as Chandler enters wearing glasses.	3.12	54.22	2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20
3	Monica, Chandler, and Phoebe's, Rachel, Phoebe, Chandler, and Monica are making some sandwiches.	110.63	215.86	60,61,62,63,65,66,67,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,88
4	Central Perk, Chandler and Monica are there. He takes off his glasses and starts chewing on the ear piece.	215.86	281.77	88,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105
5	Phoebe enters, walks up to Monica, and exhales exasperatedly.	287.29	358.03	106,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122
6	Chandler looks over and sees Ross glaring at them.	362.19	365.79	125,126
7	The Mr. Bowmont (Joey’s boat), she’s shown to be in one of the waterways around New York, but in reality she’s in a sound stage on the Warner Bros. lot and we see New York from the water in some rather poor green screen shots. Rachel and Joey are on board.	376.01	442.78	127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
8	Rachel blasts an air horn in his ear.	445.82	470.36	144,145,146,147,148,149
9	Monica, Chandler, and Phoebe's, Monica and Phoebe are trying to determine the cookie recipe by eating small pieces.	480.66	565.03	150,151,152,154,155,156,157,159,162,163,165,166,167,168,169,170,171
10	Cut to the flashback, Chandler’s no longer doing the voice-over.	565.03	583.39	171,172
12	Monica, Chandler, and Phoebe's, Chandler is finished telling everyone what happened.	583.39	615.54	172,173,174,175,176,177,178,179,180
