scene_id	scene_desc	start	end	shot_ids
1	Scene 1: Monica and Chandler's, Monica, Chandler, Ross, and Rachel are sitting around the table.	1.28	169.82	2,3,4,5,6,8,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,40,41,42,43,44,45,46,47,48,49,50,52
3	Scene 2: Phoebe and Rachel sitting on the couch in Central Perk	212.03	307.14	80,81,82,83,84,85,86,88,89,91,92,93,94,95,96,97,98,99,100,101,102,103,104
4	They edge closer to the phone on the table.	312.98	319.62	107,108
5	She holds the phone out and starts taunting Phoebe. Phoebe calming knocks the phone out of Rachel’s hand and catches it.	322.02	324.55	109,110
6	Scene 3: Silvercup Studios, Joey is watching Jessica Lockhart perform a scene.	329.11	355.09	111,112,113,114,117,118
7	Joey walks up to Cecilia Monroe who plays Jessica.	360.21	443.80	118,119,120,121,122,123,124,125,126,127,128,129,130,131,133,134,135,136,138
8	Scene 4: Central Perk, Phoebe and Rachel are still arguing over the phone.	444.51	524.78	138,139,140,141,142,143,144,146,147,148,149,150,151,152,153,154,155,156
9	Scene 5: Monica and Chandler's, Monica and Chandler are eating lunch, when they start to hear a horrible screeching noise. It sounds like someone is skinning a cat.	543.97	580.51	158,159,160,161,162,165
12	Monica and Chandler's, scene continued from earlier. They both get up and move to the window.	590.81	625.15	169,170,171,172,173,174
13	Scene 6: Phoebe's apartment, Phoebe is putting out some Sunflower seeds as Rachel enters.	639.15	691.34	176,177,178,180,181,182,183,184,185,186,187,188,189,191,192
14	The cute guy’s phone rings.	693.66	760.86	193,194,195,196,197,198,199,201,202,203,204,205,206,207
15	Scene 7: Silvercup Studios, Dina is at the craft services table getting some food as Joey walks up.	760.94	837.70	207,208,209,210,211,212,213,214,215,216,217,219,220
