scene_id	scene_desc	start	end	shot_ids
15	Ross opens the door to reveal Whitney standing there.	1.36	36.22	2,3,4,5,6,7,8,9
16	Rachel’s Office, Rachel is searching one of Tag's drawers, and a blonde woman appears	44.86	76.79	10,11,12,13,14,15,16,17,18,19
17	Tag is arriving as Rachel is standing there	82.23	125.49	20,21,22,23,24,25,26,27,28,30
18	A beautiful women walks up.	126.93	137.65	31
19	Joey and Rachel's, Joey is teaching Chandler how to smile. Chandler is smiling.	138.39	293.92	32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,56,57,58,60,62
20	Central Perk, Joey is there as Tag enters carrying a bag.	293.92	302.72	62,63,64,65
21	He hands Joey the bag and he quickly counts its contents.	303.43	309.91	65,66,67
22	The Portrait Studio, Monica is playing with her hair while waiting for Chandler to make another attempt at taking a good picture.	319.91	361.59	68,69,70,71,72,73,74,75,76,77,78
23	Central Perk, Ross and Phoebe are there.	367.99	444.75	78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
24	Rachel’s Office, Tag is entering.	449.15	530.72	96,97,98,99,100,101,102,104,105,106,107,108,109,110,111,112,113,114,115,117,118,120,121,122,123
25	Central Perk, Ross and Phoebe are there again, only now they’re not talking to each other. Phoebe is loudly stirring her coffee.	543.31	563.15	127,128,129,130
26	Kyle and Whitney enter.	566.03	673.82	131,132,133,134,135,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,155,156,157,158,159,160,161,162
28	Central Perk, Phoebe and Chandler are there.	675.57	678.61	162,163
29	Joey sits down and then Monica enters with the local paper that has the engagement picture in it	681.25	710.30	165,166,167,169,170,171,172,174,175
