scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Phoebe, Monica, and Rachel are hanging out.	2.64	34.73	1,2,3,4,5,6,7,9
2	Rachel heads to the back to make the call as Joey enters.	34.73	116.43	9,10,11,13,14,15,16,17,19,21,22,23,24,25,26,27,28,29,30,32,33,35
5	N.Y.U, Ross is giving a lecture.	157.61	287.16	64,65,66,67,68,69,70,72,73,74,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,93
6	Central Perk, Monica and Phoebe are drinking coffee and Phoebe notices a cute guy checking them out.	292.52	364.87	94,95,96,97,98,99,100,101,102,104,105,106,107,109,110,111,112
7	Joey and Rachel's, Joey is sitting in the chair.	365.35	458.64	112,113,114,116,118,119,120,121,122,124,125,126,127,128,129,130,132,133,134,135,136,137,138,139,140
8	Monica’s Restaurant Kitchen. Monica is cooking	458.64	469.12	140,141,142,143,144
9	Phoebe Enters	469.60	535.09	144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
10	Joey and Rachel's, Ross is helping Joey with his tie.	541.25	612.02	161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
11	Central Perk, Phoebe is saying good-bye to her boyfriend Jake at the door to Central Perk.	615.94	683.56	178,179,180,181,182,183,184,185,186,187,188,189,191,192,193,194,195
12	The 2001 Soapie Awards, Joey’s category is up next and the presenter walks to the podium.	687.80	689.56	197
13	Rachel returns from the restroom	695.52	704.72	197,198
