scene_id	scene_desc	start	end	shot_ids
1	Monica, Chandler, and Phoebe's, Chandler is on the phone, Rachel and Monica are sitting in the kitchen.	1.44	73.50	1,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2	Joey comes out of the bathroom reading a newspaper	78.51	92.83	24,25,26,28,29,30
4	Central Perk, Chandler is getting a cup of coffee and sits down next to Monica.	131.93	236.62	59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,85
5	Joey and Rachel’s, Joey is sitting behind a red drum set.	242.30	256.76	87,88,90,91
6	Michelle's, Chandler and Monica enter.	263.24	323.85	92,93,95,96,97,98,99,101,102,103,104,106,107,108,109,110,111
7	Ross's apartment, Ross is whirling Ben around.	331.30	426.78	113,114,115,116,118,119,120,121,122,124,125,126,127,128,129,130,131,132,133
8	Michelle's, Chandler and Monica are discussing how to bribe the Maitre d'.	431.50	504.25	134,135,136,137,138,139,140,141,142,143,145,150
10	The Hallway, Phoebe comes up the stairs and hears drumming coming from Joey and Rachel's, so she enters smiling and then sees that Rachel, not Joey, is the one playing.	504.25	524.97	150,151,152,153,154,155
11	Rachel hits some tom-toms and ends up on the 'crash'-cymbal, which is in fact a ride-cymbal, but whatever...	528.53	529.01	156
12	Central Perk, Gunther is serving Chandler and Monica coffee.	536.13	593.43	157,158,159,160,162,163,164,165,166,167,168,169
13	Joey and Rachel's, Joey is sitting behind the drums wearing safety goggles, hitting them with his sticks as Rachel watches.	593.43	678.16	169,172,173,174,175,176,178,179,180,181,182,183,184,185,186,187
