scene_id	scene_desc	start	end	shot_ids
12	Rachel’s office, she’s there as Tag knocks on the door and enters carrying a plant.	2.40	28.08	2,3,4,5,6,7,8,9,10,11,12
13	Monica, Chandler, and Phoebe's, Monica is setting the table for dinner as Chandler enters.	34.14	105.55	15,16,17,18,19,21,22,23,24,25,26,28,29,30,31,32,33,37,40
14	Ross and Chandler move closer to her and she starts laughing again.	115.30	209.50	44,46,47,48,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
15	Joey and Rachel's, Phoebe is giving Joey a massage	209.50	215.82	64
16	Rachel enters	218.14	244.88	65,66,67,68,69,70
17	The phone rings and Joey answers it.	246.80	288.97	71,72,74,75,76,78
19	Monica, Chandler, and Phoebe's, Chandler, Monica, and Ross are still giving away all of their secrets.	288.97	372.38	78,79,80,81,82,83,84,85,86,87,89,91,92,93,95,96,97,98,99,101,102,103
20	Joey and Rachel's, Joey is still bumming about cancellation of Mac and C.H.E.E.S.E.	373.52	414.28	103,104,105,106,107,108,109,110,111,112,113,114
21	Rachel’s Outer Office, Tag is sitting at his desk as Rachel walks up. She stops and watches him pick up the phone.	421.96	440.13	115,116,117,118,121
22	Phoebe rounds the corner.	440.45	482.68	121,122,123,124,125,126,127,129,130,131,132,133
23	Kathy enters.	483.08	489.69	134,135
24	Terry’s office, Joey has come to beg for a second chance.	495.21	526.98	136,137,138,139,140,141,142,143,144,145
25	Cut to a hospital room set on the Days of Our Lives stage. Two nurses are standing next to a bed with a man whose face is completely covered in bandages and reading his chart.	528.90	536.90	145,147,148
26	Stryker enters, only it’s not Joey playing him.	537.78	555.79	149,150
27	Central Perk, Chandler, Monica, and Ross are sitting there and not talking to each other.	568.96	635.17	155,156,157,158,161,163,164,165,166,167,168,169,170,171,172
30	Rachel’s office, she’s looking at a picture of Tag when he knocks and enters.	646.22	700.48	176,177,178,179,180,181,182,183,184,185,186,187,188,189,191,193
