scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Monica and Phoebe are on the couch as Joey enters.	4.48	86.54	1,2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19,20,21,22,23,24,25
3	Monica and Chandler's. Monica is folding her laundry with Ross reading the paper and Phoebe standing in the kitchen.	128.34	188.94	53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71
4	Monica and Chandler's, Joey is entering.	194.94	240.22	73,74,75,76,77,78,79,80,81
5	Phoebe's apartment, Phoebe and Rachel are trying to plan Monica’s shower.	244.62	318.55	83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,101,103,104,106,108,109,110
6	Monica and Chandler's, Monica is on the couch writing when Chandler enters to make his brief cameo.	322.23	356.87	113,114,115,116,117,119,120,121,123,124,125
7	Cassie enters from the guest room, with her hair up. The extremely beautiful and sexy Denise Richards is playing Cassie. Woo hoo! For those of you who don’t know who she is, rent Wild Things and she was also the last Bond girl in The World Is Not Enough.	359.43	377.97	126,127,128,129,130,131,133
8	She lets her hair down and whips her hair around in Baywatch-esque slow motion with a Barry White song in the background. Chandler needless to say can’t help but stare along with the rest of the male and lesbian population of North America.	386.93	389.25	135,137
9	Central Perk, Ross is there as Chandler and Monica enters.	392.13	426.54	138,139,140,141,142,143,144,145,146,147,148
10	A Casting Director’s Office, Joey is entering for his callback.	432.86	531.81	150,151,152,153,154,155,156,157,158,159,160,162,163,164,165,166,167,168,169,170,171,172,173
11	The casting director shakes her head.	535.25	538.46	174
13	Monica and Chandler's, Joey is telling Monica what the casting director was trying to get too.	540.53	633.94	175,176,177,178,179,180,182,183,184,185,186,189,190,191,192,193,194,195,196
14	Joey and Rachel's, Phoebe is entering and Rachel is still planning.	641.30	644.98	199
