scene_id	scene_desc	start	end	shot_ids
17	Central Perk, time lapse from the earlier scene.	9.28	102.60	1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,19,20,21
18	Monica and Chandler's, Monica, Phoebe, and Rachel are admiring Monica’s wedding dress.	109.72	113.00	22
19	Rachel goes to the fridge, opens it, and blows on the whistle Monica gave her at the store, which causes Phoebe and Monica to turn around and look at her.	121.64	122.92	26,27
20	The phone rings and Monica answers it as Rachel goes into the bathroom.	127.88	162.57	28,29,30,31,32,33,34,35,36
21	There are three short whistle blasts from the bathroom.	164.01	165.17	36
22	Ross's apartment, Ross is getting ready for his date with Kristen.	165.17	247.06	36,39,40,41,43,44,46,47,48,49,50,51,52,53,54,55,56,58,59,61,62
23	Monica and Chandler's, Chandler is entering without touching anything with his hands. Phoebe, Monica, and Rachel are there.	255.36	331.46	63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,81
24	Grammercy Bistero, Ross and Kristen are waiting for their table to be ready. Ross is returning from talking to the matire’d.	340.59	503.72	82,83,84,85,86,87,88,89,90,92,94,95,96,98,99,101,102,103,104,105,106,107,109,110,111,112,114,115,117,118,119,120,122,123,124
25	Kristen is not enjoying this.	508.36	532.36	126,127,128,129,130,131
26	They both notice that Kristen has left.	541.33	555.25	134,135,137,138,139
27	Monica and Chandler's, Chandler is entering.	565.79	635.40	142,143,144,145,146,147,148,149,150,151,152,154,155,156,157,158,159,160
29	Monica and Chandler's, Chandler, Joey, and Ross are watching a basketball game on the couch.	644.84	654.20	161,162,163,164
30	They all slowly turn around to reveal that they are giving themselves a facial.	663.72	679.35	168,170
