scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	57.11	57.63	No, no, no, no.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Chandler		Chandler	False		Speaker agrees with available community-transcript mapping.	No-no-no-no, we're done.	Chandler	Chandler	present	char_tracker_stage05	chandler|joey|ross	present	1.0		high	
1	2	57.63	57.95	We're done.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Chandler	Chandler	Chandler	False		Speaker agrees with available community-transcript mapping.	we're done	Chandler	Chandler	present	char_tracker_stage05	chandler|joey|ross	present	1.0		high	
1	3	57.95	58.39	We're done.	Chandler	medium	scene_context_inference	0.68	dialogue	True	False	Chandler	Chandler		True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	chandler|joey|ross	present			medium	
3	4	66.55	68.79	Aunt Zill, stop yelling.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica		Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Aunt Syl, stop yelling	Monica	Monica	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
3	5	69.27	73.91	All I'm saying is if you had told me vegetarian lasagna, I would have made vegetarian lasagna.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. (pauses, listens to person on phone) Well, the meat's only every third layer, maybe you could scrape.	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
3	6	75.99	78.07	Well, the meat's only every third layer.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	Well, the meat's only every third layer, maybe you could scrape	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
3	7	78.23	79.43	Maybe you could scrape.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica	Monica		False		Speaker agrees with available community-transcript mapping.	maybe you could scrape	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
4	8	80.87	83.2	Ross, did you really read all these baby books?	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica		Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Ross, did you really read all these baby books?	Joey	Joey	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
4	9	83.35	83.83	Yep.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Joey	Ross	False		Speaker agrees with available community-transcript mapping.	Yup	Ross	Ross	present	char_tracker_stage05	phoebe|ross	present	1.0		high	
4	10	83.83	91.03	You could plunk me down in the middle of any woman's uterus, no compass, and I could find my way out of there like that.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Ross	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that! (snaps fingers)	Ross	Ross	present	char_tracker_stage05	phoebe|ross	present	1.0		high	
4	11	92.55	93.67	Ooh, this is cool.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Ross	Phoebe	False		Speaker agrees with available community-transcript mapping.	Ooh, this is cool	Phoebe	Phoebe	present	char_tracker_stage05	chandler|joey|phoebe|ross	present	1.0		high	
4	12	93.83	97.43	It says in some parts of the world people actually eat the placenta.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	Ooh, this is cool...it says in some parts of the world, people actually eat the placenta. (Joey grimaces)	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe|ross	present	1.0		high	
4	13	99.99	101.43	And we're done with the yogurt.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	And, we're done with the yogurt. (Sets yogurt down on table)	Chandler	Chandler	present	char_tracker_stage05	chandler	present	1.0		high	
4	14	104.31	106.27	Sorry, Aunt Sil.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Chandler	Monica	False		Speaker agrees with available community-transcript mapping.	(softly) Sorry. (Camera pans back to Monica, still on phone)	Phoebe	Phoebe	present	char_tracker_stage05	monica|phoebe|ross	present	0.6667		high	
4	15	106.27	107.47	I did this as a favor.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Phoebe	Monica	False		Speaker agrees with available community-transcript mapping.	aunt syl i did this as a favor	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
4	16	107.47	108.79	I am not a caterer.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	Aunt Syl, I did this as a favor, I am not a caterer	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
4	17	109.38	111.46	What do you want me to do with a dozen lasagnas?	Monica	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? (listens to Aunt Syl on phone, looks shocked) Nice talk, Aunt Syl. (in New York accent) You kiss Uncle Freddie with that mouth?	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
4	18	113.46	114.82	Nice talk, Aunt Syl.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	Nice talk, Aunt Syl	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
4	19	116.1	117.94	You kiss Uncle Freddy with that mouth?	Monica	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Monica	Joey	False		Speaker agrees with available community-transcript mapping.	You kiss Uncle Freddie with that mouth	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
4	20	119.7	121.26	Hey, Ross, listen.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Ross | Phoebe | Chandler | Monica	Monica		True	speaker_no_face	Speaker agrees with available community-transcript mapping.	hey ross listen this is your baby hi daddy	Joey	Joey	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
