scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	0.08	0.72	I'm in ring.		low	unresolved	0.0	dialogue	False	False				True	unresolved_no_reliable_inference | missing_speaker	No reliable automatic assignment available.				present	char_tracker_stage05	monica|phoebe	unknown			low	missing_speaker
17	5	7.08	7.56	Yeah.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Phoebe | Chandler	Chandler	Phoebe	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	chandler|monica|phoebe	present			medium	
17	12	25.72	30.13	Goodbye, Dia.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe | Chandler	Phoebe		True	scene_end_short_utterance | speaker_offscreen	Filled from previous same-scene context.				present	char_tracker_stage05	monica	absent			low	speaker_offscreen
19	14	44.21	46.57	Excuse me, is Vince here?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Fireman | Vince		Fireman	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Excuse me. Umm, is Vince here?	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
19	18	51.97	54.45	Wow, I didn't know you guys actually used those.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Fireman | Vince	Vince	Vince	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Wow! I didn’t know you guys actually used those.	Phoebe	Phoebe	partial	char_tracker_stage05		absent	0.25		medium	speaker_no_face
19	35	100.11	101.95	Wait, wait, wait, wait.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Fireman | Vince	Vince		True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(running after him) Wait-wait-wait! Wait!!	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
20	36	104.03	107.95	I'm telling you, if you want to take care of that thing, you should go see my herbal guy.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Monica | Rachel		Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(to Ross) I’m telling you, if you want to take care of that thing, you should go to my herbal guy.	Phoebe	Phoebe	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
20	65	199.68	202.0	Well, it turns out he's incredibly sensitive.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Monica | Rachel	Phoebe	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	well it turns out he's incredibly sensitive	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
20	66	202.4	204.56	He keeps a journal and he paints.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Monica | Rachel	Phoebe	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Well, it turns out he's incredibly sensitive, he keeps a journal and he paints	Phoebe	Phoebe	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
20	68	207.36	207.92	Wow.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross | Monica | Rachel	Phoebe	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Wow!	Rachel	Rachel	present	char_tracker_stage05	phoebe	absent	0.0		low	speaker_offscreen
21	74	239.92	240.48	Jason?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Jason		Jason	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(knocks on the door) Jason?	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
22	78	255.11	255.91	Nuh.	Jason	medium	scene_context_inference	0.68	dialogue	True	False	Jason	Jason		True	scene_end_short_utterance	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	unobserved			medium	
23	99	330.63	331.03	What?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Guru Saj | Ross	Guru Saj	Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	what	Ross	Ross	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
23	100	331.11	331.51	What?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Guru Saj | Ross	Ross	Guru Saj	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	What?! What?!	Ross	Ross	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
23	118	386.63	391.35	Hey, lights.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Guru Saj | Ross	Guru Saj		True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hey! (congratulates him)	Ross	Ross	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
24	138	459.29	459.58	It's.	Monica	medium	short_turn_alternation	0.7	dialogue	True	False	Pete | Monica	Pete	Monica	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		absent			medium	speaker_no_face
24	139	459.65	460.85	It's banned in 49 states.	Monica	high	scene_context_bridge	0.88	dialogue	True	False	Pete | Monica	Monica	Monica	True	speaker_no_face	Same speaker appears on both sides within the same scene.				absent	char_tracker_stage05		absent			medium	speaker_no_face
25	150	510.41	512.01	What is he doing here?	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	151	512.33	513.53	All right, just keep playing.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	152	513.53	514.33	Just keep playing.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	153	514.719	515.519	You'll get through this.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	154	515.519	516.399	You'll be fine.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	155	527.199	527.719	Okay.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	scene_end_short_utterance	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	156	527.719	528.239	Thank you.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe	Phoebe	Phoebe	True	scene_end_short_utterance	Filled from previous same-scene context.				present	char_tracker_stage05	phoebe	present			medium	
25	157	529.759	532.719	And as always, no one talked to me after the show.	Phoebe	medium	scene_context_inference	0.7100000000000001	dialogue	True	False	Phoebe	Phoebe		True	medium_confidence_context_fill	Continuation-style opener favors previous speaker within the same scene.				present	char_tracker_stage05	phoebe	present			medium	
26	158	537.119	537.599	Hey.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Jason | Vince		Jason	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hey!	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
26	161	544.74	545.1	Whoa.	Vince	medium	short_turn_alternation	0.7	dialogue	True	False	Phoebe | Jason | Vince	Jason	Vince	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	phoebe	unobserved			medium	
26	194	602.61	604.13	Okay, well, this is none of my business.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Jason | Vince	Jason	Jason	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Well, this is none of my business. (starts to walk away)	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
