scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
2	4	13.44	15.84	Guys, I thought you were taking Ross to the game.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey		Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Guys. I thought you were taking Ross to the game?	Monica	Monica	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
2	5	16.0	16.4	We are.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey	Monica	Chandler	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	We are	Chandler	Chandler	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	6	16.4	17.2	He's meeting us here.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey	Chandler	Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	We are. He’s meeting us here.	Chandler	Chandler	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	7	17.28	19.28	No, Rachel is meeting us here.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey	Chandler	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	No! Rachel is meeting us here.	Monica	Monica	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	21	49.63	49.99	Whoa.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Monica | Chandler | Phoebe | Joey	Joey	Phoebe	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	joey|phoebe	present			medium	
2	31	78.26	80.9	You know, I had a dream that Ross and Rachel were still together.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey	Chandler	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Y'know I had a dream where Ross and Rachel were still together, they never broke up	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	32	80.9	84.77	They never broke up and we were all just, like, hanging out and everyone was happy.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey	Phoebe	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Y'know I had a dream where Ross and Rachel were still together, they never broke up. And we were all just like hanging out, and everyone was happy....	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	33	84.77	85.89	We had the same dream.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler | Phoebe | Joey	Phoebe	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	I had the same dream!	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
2	36	91.81	92.33	You know what?	Chandler	low	scene_context_inference	0.58	dialogue	True	False	Monica | Chandler | Phoebe | Joey	Joey	Chandler	True	two_sided_context_ambiguous | low_speaker_confidence	No direct transcript match; weak local context only.				present	char_tracker_stage05	chandler|joey	present			low	low_speaker_confidence
3	41	104.21	105.21	Okay, let's go.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Rachel | Phoebe		Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Okay, let's go	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
