scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
18	1	6.32	7.36	Tell him it's for you.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe			False		Speaker agrees with available community-transcript mapping.	Tell him it's for you.	Phoebe	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0		high	
19	2	10.64	12.08	Feeling a little better, sweetie?	Monica	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor		Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	Feeling a little better sweetie?	Monica	Monica	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
19	3	12.72	13.44	Maybe a little.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Monica	Joey	False		Speaker agrees with available community-transcript mapping.	Well, maybe a little	Joey	Joey	present	char_tracker_stage05	joey|monica	present	1.0		high	
19	4	14.32	15.76	Wish you hadn't seen me throw up.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Joey	Monica	False		Speaker agrees with available community-transcript mapping.	Well, maybe a little. I wish you hadn't seen me throw up.	Joey	Joey	present	char_tracker_stage05	joey|monica	present	1.0		high	
19	5	17.68	18.32	Me too.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Joey	Ross	False		Speaker agrees with available community-transcript mapping.	Me too.	Monica	Monica	present	char_tracker_stage05	joey|monica	present	1.0		high	
19	6	20.96	22.96	Hey, I just heard.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Monica	Ross	False		Speaker agrees with available community-transcript mapping.	(entering) Hey! I just heard. What's up?	Ross	Ross	present	char_tracker_stage05	ross	present	1.0		high	
19	7	22.96	23.52	What's up?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Ross	Ross	False		Speaker agrees with available community-transcript mapping.	What's up	Ross	Ross	present	char_tracker_stage05	ross	present	1.0		high	
19	8	23.6	24.64	Kidney stones.	Ross	medium	visual_disambiguation	0.74	dialogue	True	False	Monica | Joey | Ross | Joey's Doctor	Ross	Joey's Doctor	False		Only one of the two text-context candidates was visually present in the window.				present	char_tracker_stage05	ross	present			medium	
19	9	29.09	35.01	Now, ordinarily, Mr. Trebbiani, we tried to break the stones up with shock waves, but they're too close to the bladder now.	Joey's Doctor	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Ross	Joey's Doctor	False		Speaker agrees with available community-transcript mapping.	Tribbiani, we try to break up the stones up with shock waves, but they're to close to the bladder now	Joey's Doctor	Joey's Doctor	present	char_tracker_stage05	ross	unobserved			high	
19	10	35.41	39.89	Which means we can either wait for you to pass them or else go up the urethra.	Joey's Doctor	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Joey's Doctor	Joey	False		Speaker agrees with available community-transcript mapping.	Kidney stones! Now, ordinarily Mr. Tribbiani, we try to break up the stones up with shock waves, but they're to close to the bladder now. Which means we can either wait for you to pass them or else go up the urethra…	Joey's Doctor	Joey's Doctor	present	char_tracker_stage05	ross	unobserved			high	
19	11	42.93	44.29	No, no, no, no, no, no.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Joey's Doctor	Joey	False		Speaker agrees with available community-transcript mapping.	whoa whoa no no no no no up up is not an option what's a urethra are you crazy	Joey	Joey	present	char_tracker_stage05	joey|monica	present	1.0		high	
19	12	44.37	46.41	Nothing is going up, okay?	Joey	high	community_transcript_match	1.0	dialogue	False	True	Monica | Joey | Ross | Joey's Doctor	Joey	Joey	False		Speaker agrees with available community-transcript mapping.	(interrupting) Whoa-whoa! No-no-no-no-no, nothing is going up! Okay? Up, up is not an option—what's a urethra? (Monica whispers what it is in his ear.) Are you crazy?!	Joey	Joey	present	char_tracker_stage05	joey|monica	present	1.0		high	
19	13	46.41	46.77	Up.	Joey	high	qa_review_resolved_bridge	0.9	dialogue	True	False	Monica | Joey | Ross | Joey's Doctor	Joey	Joey	False		Filled from previous same-scene context. | QA resolved prior review by same-speaker bridge.				present	char_tracker_stage05	joey|monica	present			high	
19	14	47.57	48.89	Up is not an option.	Joey	high	qa_review_resolved_bridge	0.9	dialogue	True	False	Monica | Joey | Ross | Joey's Doctor	Joey	Joey	False		Filled from previous same-scene context. | QA resolved prior review by same-speaker bridge.				present	char_tracker_stage05	joey|monica	present			high	
19	15	48.89	50.05	What's urethra?	Joey	high	qa_review_resolved_bridge	0.9	dialogue	True	False	Monica | Joey | Ross | Joey's Doctor	Joey	Joey	False		Filled from previous same-scene context. | QA resolved prior review by same-speaker bridge.				present	char_tracker_stage05	joey|monica	present			high	
19	16	54.38	55.18	Are you crazy?	Joey	medium	scene_context_inference	0.68	dialogue	True	False	Monica | Joey | Ross | Joey's Doctor	Joey		True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	joey|monica|ross	present			medium	
20	17	58.78	59.98	So did you ask him?	Phoebe	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Phoebe | Rachel | Dr. Harad		Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	(To Rachel) So did you ask him?	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
