scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
38	1	0.24	1.2	Did you guys make up?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler		Phoebe	False		Speaker agrees with available community-transcript mapping.	Ohh, you are so lucky! (To Chandler) Hey! So, where's Monica? Did you guys make up?	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe	present	1.0		high	
38	2	1.36	4.0	No, but she just came up here.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	But she just came up here!	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe	present	1.0		high	
38	3	4.4	5.36	That was Joey.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	That was Joey!	Chandler	Chandler	present	char_tracker_stage05	chandler|phoebe	present	1.0		high	
38	4	6.24	7.4	I wonder where she is.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Chandler	Phoebe	False		Speaker agrees with available community-transcript mapping.	I wonder where she is. That is so weird.	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe	present	1.0		high	
38	5	7.4	8.28	It's so weird.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	That is so weird	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
38	6	8.28	10.24	Yeah, well, she's probably talking to Richard.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yeah, well, she's probably talking to Richard.	Chandler	Chandler	present	char_tracker_stage05	chandler	present	0.6667		high	
38	7	11.04	12.64	Would you stop that?	Phoebe	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Phoebe | Chandler	Chandler	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	Would you stop that	Phoebe	Phoebe	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
38	8	13.28	16.92	You want to know the first thing she said when she came back from her lunch with Richard?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Would you stop that! Do you wanna know the first thing she said when she came back from her lunch with Richard? She didn't feel anything for him. She loves you!	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
38	9	16.92	18.56	She didn't feel anything for him.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	She didn't feel anything for him	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
38	10	18.56	19.52	She loves you.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	She loves you	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe	present	1.0		high	
38	11	21.12	21.52	Really?	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Really?	Chandler	Chandler	present	char_tracker_stage05	chandler	present	1.0		high	
38	12	21.92	22.48	Yes.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Chandler	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yes	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe	present	0.5		high	
38	13	23.12	24.32	She feels terrible.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Now, she feels terrible	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
38	14	24.8	26.16	She really wants to make up.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yes! Now, she feels terrible! She really wants to make up! You gotta find her.	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
38	15	26.24	27.44	You've got to find her.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	You gotta find her	Phoebe	Phoebe	present	char_tracker_stage05	chandler|phoebe	present	1.0		high	
38	16	29.39	29.87	Okay.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Chandler	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Okay. (He gets up and goes to find her.)	Chandler	Chandler	present	char_tracker_stage05	chandler	present	1.0		high	
38	17	30.43	30.99	Okay.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Phoebe | Chandler	Chandler	Phoebe	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		absent			medium	speaker_no_face
