scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	6.16	20.56	14.399999999999999	2	1	1.0	1	1	1.0	-0.0
2	23.68	26.32	2.6400000000000006	1	0	0.0	1	0	0.0	0.0
3	29.82	74.96	45.13999999999999	5	10	1.0	1	9	0.9	2.6077052186307137
5	84.4	98.06	13.659999999999997	2	1	1.0	1	1	1.0	-0.0
6	98.06	213.7	115.63999999999999	7	21	1.0	1	12	0.5714285714285714	3.3997370180837
7	221.06	243.8	22.74000000000001	1	0	0.0	1	0	0.0	0.0
8	243.8	322.22	78.42000000000002	5	10	1.0	1	6	0.6	2.5206850519528006
9	328.18	415.89	87.70999999999998	5	10	1.0	1	9	0.9	2.924635146411624
10	416.37	417.57	1.1999999999999886	1	0	0.0	1	0	0.0	0.0
11	426.85	437.93	11.079999999999984	2	1	1.0	1	1	1.0	-0.0
12	440.72	483.66	42.94	3	3	1.0	1	2	0.6666666666666666	1.106131021635618
13	490.7	586.38	95.68	2	1	1.0	1	1	1.0	-0.0
15	603.26	703.7	100.44000000000005	5	10	1.0	1	10	1.0	2.9614801879621213
16	708.02	732.47	24.450000000000045	3	3	1.0	1	3	1.0	0.6539153258974824
