scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
14	0.64	3.52	2.88	1	0	0.0	1	0	0.0	0.0
15	7.68	9.2	1.5199999999999996	1	0	0.0	1	0	0.0	0.0
16	17.28	75.62	58.34	6	15	1.0	1	13	0.8666666666666667	3.4738886110547944
17	83.54	202.95	119.40999999999998	2	1	1.0	1	1	1.0	-0.0
18	202.95	206.67	3.719999999999999	1	0	0.0	1	0	0.0	0.0
19	208.59	264.46	55.869999999999976	3	3	1.0	1	3	1.0	1.3029201012205174
20	271.42	298.45	27.029999999999973	3	3	1.0	1	3	1.0	1.1989450233676895
21	304.37	305.33	0.9599999999999795	1	0	0.0	1	0	0.0	0.0
22	323.64	381.7	58.06	4	6	1.0	1	4	0.6666666666666666	1.5710105500876133
23	385.46	506.91	121.45000000000005	3	3	1.0	1	3	1.0	0.5738098718807821
24	510.43	510.989	0.5589999999999691	1	0	0.0	1	0	0.0	0.0
25	515.23	599.46	84.23000000000002	5	10	1.0	1	5	0.5	2.1679505191939397
26	612.43	615.87	3.4400000000000546	3	3	1.0	1	3	1.0	1.4185644431995963
28	626.99	706.92	79.92999999999995	6	15	1.0	1	10	0.6666666666666666	2.8669421564133253
