scene_id	start	end	character	degree	betweenness	eigenvector
21	0.16	111.2	Fake Monica	0.4462198299769419	0.6666666666666666	0.7012821852656582
21	0.16	111.2	Monica	0.4404082088276642	0.6666666666666666	0.7005959531376122
21	0.16	111.2	Rachel	0.05668598059769698	0.0	0.09321203575971258
21	0.16	111.2	Ross	0.05668598059769698	0.0	0.09316718019642774
22	114.54	178.6	Chandler	0.22177356920277932	0.0	0.5955412814442033
22	114.54	178.6	Joey	0.30846817117308917	0.5	0.6523197086789109
22	114.54	178.6	Phoebe	0.1693537461048638	0.3333333333333333	0.3007679825612177
22	114.54	178.6	Rachel	0.1169363423461784	0.0	0.23795113454658182
22	114.54	178.6	Ross	0.1834681711730892	0.16666666666666666	0.2696802884878809
23	186.52	238.39	Dr. Baldhara	0.5	0.0	0.7071067811865475
23	186.52	238.39	Ross	0.5	0.0	0.7071067811865475
24	243.27	264.45	Chandler and Joey	0.1702134449919575	0.0	0.36762141596463066
24	243.27	264.45	Dr. Baldhara	0.1702134449919575	0.0	0.3676214159646307
24	243.27	264.45	Joey	0.3297865550080425	0.6666666666666666	0.6040318654873764
24	243.27	264.45	Ross	0.3297865550080425	0.6666666666666666	0.6040318654873764
25	286.54	318.71	Monica	0.5	0.0	0.7071067811865476
25	286.54	318.71	Rachel	0.5	0.0	0.7071067811865476
26	319.19	372.31	Monica	0.5	0.0	0.7071067811865476
26	319.19	372.31	Rachel	0.5	0.0	0.7071067811865476
27	372.31	394.56	Monica	0.5	0.0	0.7071067811865475
27	372.31	394.56	Rachel	0.5	0.0	0.7071067811865475
28	406.0	510.34	Fake Monica	0.5	0.0	0.7071067811865476
28	406.0	510.34	Monica	0.5	0.0	0.7071067811865476
29	510.34	522.98	Monica	0.5	0.0	0.7071067811865476
29	510.34	522.98	Teacher	0.5	0.0	0.7071067811865476
30	538.69	668.32	All	0.11142806204314494	0.0	0.3390578119108103
30	538.69	668.32	Chandler	0.105714373877148	0.0	0.278885848879793
30	538.69	668.32	Joey	0.1714295020365621	0.0	0.4809836904877667
30	538.69	668.32	Phoebe	0.10857036082120768	0.3333333333333333	0.2076746044240706
30	538.69	668.32	Public Announcement	0.06571341388153654	0.0	0.10000480434139158
30	538.69	668.32	Rachel	0.105714373877148	0.0	0.31368634524426603
30	538.69	668.32	Ross	0.33142991346325273	0.8666666666666667	0.6514509556020777
33	675.2	696.13	Actor	0.12403255813953488	0.0	0.1885844060378624
33	675.2	696.13	Casting Director No. 1	0.22480465116279072	0.6666666666666666	0.36263765016213123
33	675.2	696.13	Casting Director No. 2	0.3565906976744186	0.6666666666666666	0.6649791321676839
33	675.2	696.13	Joey	0.2945720930232558	0.0	0.6250860822844709
