scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	1.36	31.28	29.92	3	3	1.0	1	2	0.6666666666666666	1.1425818961311462
2	31.52	39.44	7.919999999999998	3	3	1.0	1	3	1.0	1.4585382252232173
4	49.52	127.08	77.56	6	15	1.0	1	11	0.7333333333333333	3.175320212704133
5	134.68	188.1	53.41999999999999	2	1	1.0	1	1	1.0	-0.0
6	196.9	205.44	8.539999999999992	2	1	1.0	1	1	1.0	-0.0
7	210.4	247.14	36.73999999999998	2	1	1.0	1	1	1.0	-0.0
8	254.26	266.88	12.620000000000005	2	1	1.0	1	1	1.0	-0.0
9	276.16	332.38	56.21999999999997	3	3	1.0	1	3	1.0	1.5479286128272898
10	340.78	343.54	2.7600000000000477	2	1	1.0	1	1	1.0	-0.0
11	345.62	346.98	1.3600000000000136	1	0	0.0	1	0	0.0	0.0
12	347.46	389.28	41.81999999999999	4	6	1.0	1	6	1.0	2.2086130782555915
13	389.44	391.2	1.759999999999991	1	0	0.0	1	0	0.0	0.0
14	396.8	409.82	13.019999999999982	2	1	1.0	1	1	1.0	-0.0
15	417.66	426.54	8.879999999999995	2	1	1.0	1	1	1.0	-0.0
16	427.32	454.28	26.95999999999998	5	10	1.0	1	7	0.7	2.8968226848824976
17	454.36	486.62	32.25999999999999	4	6	1.0	1	4	0.6666666666666666	1.9437687980858698
18	487.18	535.159	47.978999999999985	4	6	1.0	1	6	1.0	1.9940579790374138
19	550.46	630.16	79.69999999999993	4	6	1.0	1	5	0.8333333333333334	2.0610859653689255
20	630.38	667.6	37.22000000000003	6	15	1.0	1	12	0.8	3.347052457959146
21	671.68	704.25	32.57000000000005	3	3	1.0	1	3	1.0	1.4745436359521205
