scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	7.28	74.04	66.76	2	1	1.0	1	1	1.0	-0.0
3	74.04	91.56	17.519999999999996	1	0	0.0	1	0	0.0	0.0
4	92.44	111.78	19.340000000000003	2	1	1.0	1	1	1.0	-0.0
5	117.14	157.68	40.540000000000006	4	6	1.0	1	6	1.0	2.158853734352914
6	163.98	236.05	72.07000000000002	6	15	1.0	1	12	0.8	3.2880172496209683
7	245.89	351.5	105.61000000000001	2	1	1.0	1	1	1.0	-0.0
8	363.2	399.58	36.379999999999995	4	6	1.0	1	3	0.5	2.0091932822525043
9	399.9	430.74	30.840000000000032	2	1	1.0	1	1	1.0	-0.0
10	431.38	501.99	70.61000000000001	6	15	1.0	1	7	0.4666666666666667	2.7977499272782635
11	517.35	556.03	38.67999999999995	2	1	1.0	1	1	1.0	-0.0
12	566.57	583.69	17.120000000000005	2	1	1.0	1	1	1.0	-0.0
14	627.17	634.37	7.2000000000000455	3	3	1.0	1	3	1.0	1.3316113358610995
15	653.79	662.83	9.040000000000077	2	1	1.0	1	1	1.0	-0.0
16	672.35	689.09	16.74000000000001	2	1	1.0	1	1	1.0	-0.0
