scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
16	0.32	52.34	52.02	2	1	1.0	1	1	1.0	-0.0
17	53.78	70.81	17.03	1	0	0.0	1	0	0.0	0.0
18	74.73	83.13	8.399999999999991	2	1	1.0	1	1	1.0	-0.0
19	103.88	145.62	41.74000000000001	3	3	1.0	1	3	1.0	1.3525535743791552
20	148.58	229.01	80.42999999999998	2	1	1.0	1	1	1.0	-0.0
21	235.17	236.53	1.3600000000000136	1	0	0.0	1	0	0.0	0.0
22	239.25	257.27	18.019999999999982	2	1	1.0	1	1	1.0	-0.0
23	258.39	302.85	44.460000000000036	2	1	1.0	1	1	1.0	-0.0
24	310.37	346.98	36.610000000000014	4	6	1.0	1	5	0.8333333333333334	1.8979255731500768
25	347.14	439.66	92.52000000000004	4	6	1.0	1	4	0.6666666666666666	1.9456527600137725
26	456.06	547.59	91.53000000000003	2	1	1.0	1	1	1.0	-0.0
27	549.19	572.14	22.949999999999932	1	0	0.0	1	0	0.0	0.0
28	572.29	600.54	28.25	5	10	1.0	1	9	0.9	2.9660802864100777
29	606.3	649.32	43.020000000000095	4	6	1.0	1	6	1.0	2.0678124956470247
30	650.04	667.05	17.00999999999999	1	0	0.0	1	0	0.0	0.0
32	678.73	710.27	31.539999999999964	2	1	1.0	1	1	1.0	-0.0
